,Firmenname / COMPANY NAME,rating,reviews,Branche / INDUSTRY,Strasse / Street,Stadt / City,Land / COUNTRY,opening_hours,phone_number,website
53,Herr Prof. Dr. med. Markus Kemper,,,Doctor,Hamburg,hamburg,Germany,,+49 40 741051200,https://www.kfh.de/
45,Kai Tietz Agentur der Photographen,,,Talent agency,Hamburg,hamburg,Germany,,+49 40 38038130,http://www.kaitietz.de/
39,Kieferorthopäde,,,Doctor,Hamburg,hamburg,Germany,,,
55,Klavierlehrer in Hamburg,,,Information services,Hamburg,hamburg,Germany,,,http://klavierlehrer.hamburg/
57,Knust,4.5,"(1,136)",Live Music,Hamburg,hamburg,Germany,,+49 40 87976230,https://knusthamburg.de/
16,Larissa Bertonasco,0,0,Artist,Hamburg,hamburg,Germany,,+49 40 65868358,http://bertonasco.de/
8,Lisa Schreiter,0,0,Artist,Hamburg,hamburg,Germany,,+49 162 7715846,http://singing-out-of.love/
56,Marcel Schaar,0,0,,Hamburg,hamburg,Germany,,+49 40 42107703,https://www.marcel-schaar.de/
25,Maschenproben,,,Knit shop,Hamburg,hamburg,Germany,,+49 40 438438,https://www.maschenproben.de/
20,Nähnah- Nähmaschinen Werkstatt,4.7,(14),Sewing machine repair service,Norderstedt,hamburg,Germany,,+49 176 20295662,http://www.sewgood.de/
54,ONE MAN ROCK,,,Band,Hamburg,hamburg,Germany,,,http://onemanrock.band/
17,Operettenhaus,4.6,"(4,753)",Performing arts theater,Hamburg,hamburg,Germany,,+49 180 5 4444 ·,https://www.stage-entertainment.de/musicals-shows/tina-hamburg.html
33,PEAC (Germany) GmbH,2.3,(3),Investment service,Hamburg,hamburg,Germany,,+49 40 236260,https://www.peacfinance.de/
51,Palm Boat Music,0,0,Band,Hamburg,hamburg,Germany,,+49 1514 1932207,http://palmboatmusic.com/
22,Pony Bar,4.4,(192),Cafe,Hamburg,hamburg,Germany,,+49 40 87090417,http://www.ponybar.com/
46,Prof. Dr. med. Stefan Blankenberg,5.0,(1),Doctor,Hamburg,hamburg,Germany,,+49 40 741056800,http://www.uke.de/
32,REME Rechtsanwälte,3.0,(2),Attorney,Hamburg,hamburg,Germany,,+49 40 3252990,https://reme.de/
1,SINGER Reisen & Versicherungen,5.0,(1),Insurance broker,Hamburg,hamburg,Germany,,+49 40 6048453,https://singer-reisen-versicherungen.de/
34,"STOFF & STIL, Hamburg",4.4,(105),Fabric store,Halstenbek,hamburg,Germany,,+49 4101 6019050,https://www.stoffundstil.de/?utm_medium=referral&utm_source=googlemybusiness&utm_campaign=gmb-profile-button
29,STORMARN SINGERS,5.0,(1),Musical club,Großhansdorf,hamburg,Germany,,+49 4102 9821829,http://www.stormarn-singers.de/
10,Singer Consulting,,,,Hamburg,hamburg,Germany,,+49 40 75290329,http://singer-consulting.com/kontakt.html
63,Slamville,,,Festival,Hamburg,hamburg,Germany,,,https://www.kopfundsteine.de/portfolio-item/slamville/
5,Songs Karaoke Bar,3.9,(62),Karaoke bar,Hamburg,hamburg,Germany,,+49 40 87089788,https://songs-karaoke-bar.business.site/
61,Stadtveränderer,4.5,(2),Coworking space,Hamburg,hamburg,Germany,,+49 40 32530163,http://www.stadtveraenderer.de/
19,Sängerin Pia Tietz / Pia Rose Music,5.0,(24),Musician,,hamburg,Germany,,+49 40 78807425,http://piarosemusic.de/
58,THEATER MIT FREUNDEN,,,Event management company,Hamburg,hamburg,Germany,,+49 40 23808562,http://theatermitfreunden.de/
60,The Lismones,,,Corporate office,,hamburg,Germany,,,https://www.lismones.de/the-lismones/
41,Till Reimann,,,Dentist,Hamburg,hamburg,Germany,,+49 40 25333690,https://www.zahnaerztecitysued.de/
6,Trevor Pichanick Tenor,,,Artist,Hamburg,hamburg,Germany,,+49 40 68879959,https://www.trevorpichanick.com/
21,Tuberecords Tonstudio Hamburg,4.8,(5),Recording studio,Hamburg,hamburg,Germany,,+49 40 64537378,http://www.tuberecords.de/
47,Uli Kringler,,,,Hamburg,hamburg,Germany,,+49 40 346928,https://ulikringler.de/bio/
62,"VW, Audi, Skoda & VW Nutzfahrzeuge Verkauf & Service | Senger Holstein GmbH",4.1,(195),Auto repair shop,Bad Oldesloe,hamburg,Germany,,+49 4531 89990,https://www.auto-senger.de/bad-oldesloe/?utm_source=Yext&utm_medium=Standorteintrag-&utm_campaign=NN&utm_term=&utm_content=
11,Xenia Afonina,0,0,Artist,Hamburg,hamburg,Germany,,,http://xenia-music.com/
35,Zahnärzte City-Süd,4.3,(8),Dentist,Hamburg,hamburg,Germany,,+49 40 25333690,http://www.zahnaerztecitysued.de/
43,anthronet UG,,,Internet marketing service,Hamburg,hamburg,Germany,,+49 40 228219200,http://anthronet.de/
48,reise24 erlebniscenter,,,Travel agency,Hamburg,hamburg,Germany,,+49 40 39806666,http://reise24.net/
