,Firmenname / COMPANY NAME,rating,reviews,Branche / INDUSTRY,Strasse / Street,Stadt / City,Land / COUNTRY,opening_hours,phone_number,website
226,LIGA 01 COMPUTERFILM Hamburg GmbH,5.0,(2),Media company,Hamburg,hamburg,Germany,,+49 40 22622600,
182,La Perla,5.0,(2),Clothing store,Hopfensack 26,hamburg,Germany,,+49 40 36801911,
210,Landor,5.0,(2),Marketing agency,Vorsetzen 50,hamburg,Germany,,+49 40 3785670,
223,Le Méridien Hamburg,4.4,"(1,445)",Hotel,,hamburg,Germany,,+49 40 21000,
138,Liz Malraux Couture,5.0,(4),Clothing store,Neuer Wall 50,hamburg,Germany,,+49 40 366071,
124,Louis Vuitton Hamburg,3.2,(687),Leather goods store,Neuer Wall 37,hamburg,Germany,,+49 211 864700,
80,Lovenus Nail Design,4.1,(44),Nail salon,Hein-Hoyer-Straße 8,hamburg,Germany,,+49 40 31766998,
171,Lutz Herrmann Design,,,Design agency,Koppel 54,hamburg,Germany,,+49 40 78802920,
184,MADE.COM Showroom Hamburg,3.0,(15),Furniture store,ABC-Straße 15,hamburg,Germany,,,
67,MIKS GmbH,,,Graphic designer,Straßenbahnring 15,hamburg,Germany,,+49 40 3575840,
27,"MIRZAI - CARPETS & DESIGN, GILA MIRZAI e.K.",,,Carpet store,Brook 4,hamburg,Germany,,+49 40 37517828,
238,MOLLOWITZ ARCHITEKT,5.0,(6),Architect,Hamburg,hamburg,Germany,,+49 40 38660940,
135,MUJI Hamburg,4.4,(282),Home goods store,Große Bleichen 31 Kaufmannshaus,hamburg,Germany,,+49 40 35019661,
219,MUTABOR,,,Design agency,Königstraße 28,hamburg,Germany,,+49 40 8080230,
57,MYKILOS,4.0,(1),Kitchen furniture store,Hamburg,hamburg,Germany,,+49 40 20905006,
45,Make Studio,5.0,(2),Graphic designer,Hamburg,hamburg,Germany,,+49 40 64838980,
32,Mamacuda | Handmade Design,,,Children's clothing store,,hamburg,Germany,,+49 40 24881619,
73,Marina Krog Plissee,4.0,(1),Fashion accessories store,Große Bleichen 31,hamburg,Germany,,+49 1575 2545777,
31,Maritimer Schmuck • Sabine Lang • Faltschiffchen & Papierschiffe- Papierboote- Anker- Schmuckdesign,5.0,(5),Jewelry designer,Neustädter Str. 46,hamburg,Germany,,+49 174 7531434,
201,McArthurGlen Designer Outlet Neumünster,4.2,"(11,962)",Outlet mall,Oderstraße 10,hamburg,Germany,,+49 4321 5586880,
222,"McKinsey & Company, Inc.",4.4,(16),Business management consultant,Hamburg,hamburg,Germany,,+49 40 361210,
239,MediaSoundHamburg,,,Corporate office,Hamburg,hamburg,Germany,,+49 40 43183388,
170,Medik Hospital Design,4.0,(1),,Eiffestraße 78,hamburg,Germany,,+49 40 38081680,
247,Mesaic Technology GmbH,,,Software company,Versmannstraße 4,hamburg,Germany,,+49 40 22863690,
233,Miniatur Wunderland,4.8,"(49,094)",Museum,Hamburg,hamburg,Germany,,+49 40 3006800,
43,Minotti Ulrich Stein Einrichtungen,,,Furniture store,Hamburg,hamburg,Germany,,+49 40 7679485100,
187,Mirbach Schmolzi Design GmbH,,,Business to business service,Bogenstraße 45A,hamburg,Germany,,+49 40 4210120,
265,Modulor,4.7,"(3,466)",Art supply store,Berlin,hamburg,Germany,,+49 30 690360,
127,Mulberry Germany,4.4,(5),Leather goods store,Neuer Wall 69,hamburg,Germany,,+49 40 55444620,
242,Museum für Kunst und Gewerbe Hamburg,4.5,"(1,834)",Museum,Steintorpl.,hamburg,Germany,,+49 40 428134880,
109,Mutabor Design GmbH,4.7,(15),Design agency,Königstraße 28,hamburg,Germany,,+49 40 8080230,
132,Mutabor Design GmbH,,,,Barnerstraße 63,hamburg,Germany,,+49 40 39922410,
26,NUENA,4.3,(12),Jewelry designer,Ballindamm 40,hamburg,Germany,,+49 40 33395028,
255,NXP Semiconductors Germany GmbH,4.4,(77),Semi conductor supplier,Troplowitzstraße 20,hamburg,Germany,,+49 40 56130,
103,Nail-m-Design,5.0,(7),Beauty salon,Wandsbeker Chaussee 150,hamburg,Germany,,+49 40 24436607,
249,Nerdlichter AG,,,Software company,Sternstraße 121,hamburg,Germany,,+49 40 60084949,
34,Niessing Hamburg,4.6,(7),Jeweler,ABC-Straße 52,hamburg,Germany,,+49 40 34068939,
147,Nike Store,4.1,(814),Sporting goods store,Spitalerstraße 2,hamburg,Germany,,+49 40 55553771,
262,Nordex Academy,4.4,(15),Wind turbine builder,Hamburg,hamburg,Germany,,+49 40 300301000,
261,Nordex Energy GmbH,4.5,(69),Wind turbine builder,Hamburg,hamburg,Germany,,+49 40 300301000,
140,OFFICE,4.0,(39),Shoe store,Spitalerstraße 7-9,hamburg,Germany,,+49 40 53302885,
76,Otten of Emmerich,3.8,(22),Boutique,Große Bleichen 21,hamburg,Germany,,+49 40 35713210,
64,Ottilia Design,,,Interior designer,Friedrichstraße 5,hamburg,Germany,,+49 40 18049799,
51,P.I.D. Public Image Design GmbH,,,Interior designer,Hamburg,hamburg,Germany,,+49 40 85370977,
144,PARK,,,Business management consultant,Waterloohain 9,hamburg,Germany,,+49 40 28056233,
228,PLY atelier GmbH,5.0,(1),Interior architect office,Hamburg,hamburg,Germany,,+49 40 325952930,
208,Paperlux,5.0,(2),Design agency,Schulterblatt 1,hamburg,Germany,,+49 40 43094800,
133,Parfums Lubner - Feinste Düfte und Seifen,4.9,(40),Perfume store,Große Bleichen 23,hamburg,Germany,,+49 40 35715455,
94,Partner-Ship-Design State Of The Art Cruise Ship Design GmbH,5.0,(4),Interior architect office,Warburgstraße 36,hamburg,Germany,,+49 40 4502240,
148,Peek & Cloppenburg,4.2,"(2,274)",Clothing store,Mönckebergstraße 6,hamburg,Germany,,+49 40 3396701,
41,Peter Interior,,,Interior designer,Hamburg,hamburg,Germany,,+49 40 482509,
119,Peter Schmidt Group GmbH,4.3,(6),Design agency,ABC-Straße 47,hamburg,Germany,,+49 40 4418040,
157,Pickawood,3.9,(147),Cabinet maker,Rödingsmarkt 20,hamburg,Germany,,+49 40 52477770,
137,Prediger Lichtberater,3.7,(89),Lighting store,Mönckebergstraße 25,hamburg,Germany,,+49 40 3258590,
218,Preussisch Portugal,4.0,(2),Design agency,Schanzenstraße 75,hamburg,Germany,,+49 40 88148335,
84,Pyrate Style,4.3,(10),Fashion accessories store,Große Bleichen 21,hamburg,Germany,,+49 40 352002,
160,Quarter mile Design Market,4.6,(5),Market,Spielbudenpl.,hamburg,Germany,,+49 40 35771050,
250,"Reichshof Hamburg, Curio Collection by Hilton",4.5,"(1,583)",Hotel,,hamburg,Germany,,+49 40 3702590,
38,Reimann Architecture,5.0,(5),Interior designer,Schwanenwik 36,hamburg,Germany,,+49 40 228676930,
121,Reiss Hamburg,3.1,(8),Clothing store,"Kaisergalerie, Große Bleichen 23-27",hamburg,Germany,,+49 40 34859838,
39,Rojèè Design®️ Handcrafted Shoes,,,Shoe store,Poststrasse 14-16 (Im Innenhof,hamburg,Germany,,+49 174 4235545,
12,Rotkäppchen designs.,5.0,(21),Hat shop,Glashüttenstraße 102,hamburg,Germany,,+49 40 88145364,
91,S&W SchmuckWerkstatt Seliger&Wiese,,,Goldsmith,Kleine Johannisstraße 11,hamburg,Germany,,+49 40 326623,
190,SDC Ship Design & Consult GmbH,3.3,(3),Ship building,Bramfelder Str. 164,hamburg,Germany,,+49 40 61162090,
8,SDMD Systemhaus Digitale Medien Designer GmbH,,,Computer software store,Pulverteich 20-22,hamburg,Germany,,+49 40 7641750,
19,SDW DESIGN,,,Interior designer,Marlowring 19,hamburg,Germany,,+49 40 70708066,
139,SHOEPASSION.com,4.1,(77),Shoe store,Colonnaden 9,hamburg,Germany,,+49 30 60983700,
86,SIDE,4.5,"(1,160)",5-star hotel,,hamburg,Germany,,+49 40 309990,
113,STUDIO BESAU-MARGUERRE,5.0,(1),Design agency,Weidenstieg 20,hamburg,Germany,,+49 40 65917024,
165,Saint Laurent Alsterhaus,4.0,(19),Clothing store,Jungfernstieg 16-20,hamburg,Germany,,+49 40 34994560,
111,Salvatore Ferragamo,4.6,(5),Boutique,Neuer Wall 41,hamburg,Germany,,+49 40 3785360,
11,Saroshi Design,4.2,(18),Furniture store,Gertigstraße 35,hamburg,Germany,,+49 40 2702294,
35,Schatzkammer Design,5.0,(1),Souvenir store,Poststraße 35,hamburg,Germany,,+49 40 27145398,
5,Schickimicki Designer-Secondhand,4.5,(14),Clothing store,Eppendorfer Weg 206,hamburg,Germany,,+49 771 85955,
87,Schmuck Galerie unARTiges,5.0,(2),Goldsmith,Friedensallee 7-9,hamburg,Germany,,+49 40 38089392,
154,Scotch & Soda,4.4,(83),Clothing store,Neuer Wall 50,hamburg,Germany,,+49 40 79769006,
195,Seel Bobsin Partner,,,Design,Ludolfstraße 19,hamburg,Germany,,+49 40 25494554,
231,Sehsucht GmbH,4.4,(7),Video production service,Hamburg,hamburg,Germany,,+49 40 4145990,
245,Serviceplan Group | Haus der Kommunikation Hamburg,4.8,(20),Advertising service,Steinhöft 9,hamburg,Germany,,+49 40 20228880,
7,Simone Overberg Schmuckdesign,5.0,(2),Jewelry designer,Ditmar-Koel-Straße 22,hamburg,Germany,,+49 176 23924631,
235,SinnerSchrader Deutschland GmbH,4.6,(70),Internet marketing service,Hamburg,hamburg,Germany,,+49 40 3988550,
244,Sir Nikolai Hotel,4.5,(441),Hotel,,hamburg,Germany,,+49 40 29996666,
106,SiteSeeing / interactive media,5.0,(3),Website designer,Bernhard-Nocht-Straße 89 – 91,hamburg,Germany,,+49 40 18880430,
217,Speidel Motion Design,,,,Zum Wachtelkönig,hamburg,Germany,,,
66,Spitaler Tor Grundstücksverwaltungsgesell- schaft mbH & Co. KG,,,Goldsmith,Neuer Wall 10,hamburg,Germany,,+49 40 335258,
207,Staffan Qvist Trade & Design e.K.,,,Business management consultant,Straßweg 23,hamburg,Germany,,+49 40 89807601,
141,Stenströms Flagship Store Hamburg,4.8,(5),Clothing store,Große Bleichen 27,hamburg,Germany,,+49 40 30999819,
181,Studio Andreas Heller GmbH Architects & Designers,5.0,(2),Architect,Am Sandtorkai 48,hamburg,Germany,,+49 40 4710380,
36,Studio JK | Architecture Interior Design,,,Interior designer,Grindelhof 19,hamburg,Germany,,+49 40 43269940,
230,Superunion,,,Marketing agency,Hamburg,hamburg,Germany,,+49 40 89904101,
215,Superunion,4.0,(2),Marketing agency,Bahrenfelder Chaussee 49,hamburg,Germany,,+49 40 89904101,
102,TEAM 7 Hamburg City,4.4,(11),Furniture store,Domstraße 10,hamburg,Germany,,+49 40 32908710,
37,THAI CONG INTERIOR DESIGN,5.0,(3),Interior designer,Eppendorfer Weg 165,hamburg,Germany,,+49 40 4903311,
30,THE FJORD HOUSE,4.4,(5),Women's clothing store,"Hanse-Viertel, Große Bleichen 36",hamburg,Germany,,+49 40 35718178,
251,TORTUE HAMBURG,4.6,(644),Hotel,Stadthausbrücke 10,hamburg,Germany,,+49 40 33441400,
81,TRIADEM,,,Fashion designer,Rödingsmarkt 14,hamburg,Germany,,+49 40 27809027,
98,Teams Design Hamburg GmbH,,,Design agency,Gertigstraße 10A,hamburg,Germany,,+49 40 49293950,
246,The George - Hotel Hamburg,4.4,(931),4-star hotel,Barcastraße 3,hamburg,Germany,,+49 40 2800300,
49,Thomas Sabo,4.4,(28),Jewelry store,Hamburg,hamburg,Germany,,+49 40 32088387,
72,Thomas Sabo,4.9,(8),Jewelry store,Mönckebergstraße 16 Karstadt,hamburg,Germany,,+49 40 30087687,
42,Tiffany & Co.,3.8,(135),Jewelry store,Hamburg,hamburg,Germany,,+49 40 3208850,
100,Tom Leifer Design GmbH,5.0,(3),Design agency,Mittelweg 161,hamburg,Germany,,+49 40 414961880,
69,Trauringschmiede Hamburg,4.9,(133),Jeweler,Lilienstraße 15,hamburg,Germany,,+49 40 76753266,
149,USM Showroom Hamburg,4.3,(12),Furniture store,Plan 6,hamburg,Germany,,+49 40 377044,
143,UZWEI,4.3,(73),Women's clothing store,"Kaisergalerie, Große Bleichen 23 - 27",hamburg,Germany,,+49 40 35017120,
95,Unger GmbH & Co. KG,3.5,(51),Clothing store,Neuer Wall 35,hamburg,Germany,,+49 40 6008850,
122,Unison Design // Product Design & Engineering,5.0,(1),Design agency,Eichholz 9,hamburg,Germany,,+49 40 81983958,
260,University Medical Center Hamburg-Eppendorf,3.3,(746),University hospital,Hamburg,hamburg,Germany,,+49 40 74100,
256,University of Applied Sciences Europe,4.5,(12),University,Museumstraße 39,hamburg,Germany,,+49 40 181300210,
134,Urban Outfitters,3.8,(395),Clothing store,Gänsemarkt 45,hamburg,Germany,,+49 40 28809895,
10,VIP Textilhandel und Design GmbH,,,Clothing store,Koppel 34,hamburg,Germany,,+49 40 47118540,
216,Voi Leather Design GmbH & Co KG,5.0,(1),Design,Wragekamp 7,hamburg,Germany,,+49 40 67103705,
240,Volker Krüger,,,Advertising agency,Prahlstraße 3,hamburg,Germany,,+49 171 4704315,
236,Völlmar Architektur,,,Architect,Hamburg,hamburg,Germany,,+49 40 43218640,
