,Firmenname / COMPANY NAME,rating,reviews,Branche / INDUSTRY,Strasse / Street,Stadt / City,Land / COUNTRY,opening_hours,phone_number,website
85,Beauty Nails,2.8,(24),Beauty salon,Brunnenstraße 178,berlin,Germany,,+49 30 91140141,
166,Beauty Salon Bella,3.8,(17),Skin care clinic,Danziger Str. 63,berlin,Germany,Open until 6:00 PM ·,+49 160 7526995,http://beautysalonbella.com/
114,Beauty SalonЧАРОДЕЙКА Berlin,4.5,(42),Beauty salon,Potsdamer Straße 117/119,berlin,Germany,,+49 30 25464704,http://www.charodejka-berlin.de/
97,Bella Nails & Beauty,4.0,(23),Nail salon,Trautenaustraße 2,berlin,Germany,,+49 172 1612947,
144,Bellafrieda Beauty,,,Beauty salon,Auguststraße 1,berlin,Germany,,,
160,Benefit Cosmetics BrowBar,3.9,(14),Beauty salon,Alexanderpl. 9,berlin,Germany,,+49 172 4281014,https://www.benefitcosmetics.com/de/de?utm_source=google&utm_medium=gmb&utm_campaign=local
152,Benim Frisör,,,Hair salon,Pestalozzistraße 28,berlin,Germany,,+49 30 25563409,
10,Berlin Hair Care Salon,4.7,(31),Hair salon,"Vorderhaus, Gartenstraße 2, 10115 Berlin (1.st Floor, Gartenstraße",berlin,Germany,Opens at 10:00 AM ·,+49 176 70634368,http://www.berlinhaircare.de/
159,Berlin Relaxed,4.6,(50),Massage spa,Nollendorfstraße 24,berlin,Germany,,+49 30 64824641,http://www.berlin-relaxed.com/
183,Berlin Sewing Salon,,,Sewing shop,Berlin,berlin,Germany,,,http://berlinsewingsalon.de/
149,BestBeautyBerlin,4.3,(18),Cosmetics store,Yorckstraße 47,berlin,Germany,,+49 30 85741980,http://best-beauty-berlin.de/
180,Billiard Co. Salon Treptow,4.4,(183),Pool hall,Berlin,berlin,Germany,,+49 30 5347134,http://www.billard-company.de/
74,Boulevard Herrenfriseur,4.8,(33),Hair salon,Yorckstraße 77,berlin,Germany,,+49 30 25208716,https://www.salon-boulevard.com/
95,CILOLA - EXPERTS FOR LASHES,4.7,(31),Beauty salon,Sredzkistraße 54,berlin,Germany,,+49 30 98295371,http://cilola.com/
76,CUR,5.0,(63),Hair salon,Anklamer Str. 15,berlin,Germany,,+49 30 95626518,http://cur.berlin/
38,Catherine Berlin,3.5,(6),Nail salon,Knesebeckstraße 35-37,berlin,Germany,,+49 30 55214475,http://www.catherine-berlin.de/
27,Catwalk - Hairfashion,4.6,(68),Hair salon,Albrechtstraße 7,berlin,Germany,,+49 30 27594565,http://www.catwalk-hairfashion.de/
141,Cherry Nails Mitte,4.5,(2),Nail salon,Annenstraße 51,berlin,Germany,,+49 1522 5281657,https://cherry-nails-jannowitzbruecke-1.mytreatwell.de/
42,City Nails,3.7,(38),Nail salon,Torstraße 129,berlin,Germany,,+49 30 28484044,
119,Coiffeur Al-Hadi,4.3,(61),Hair salon,Grüntaler Str. 9,berlin,Germany,,+49 30 49771032,
50,Coiffeur KA,4.5,(54),Beauty salon,Oldenburger Str. 48,berlin,Germany,Open until 7:00 PM ·,+49 30 39875853,
46,Delicia-Nails,5.0,(2),Nail salon,Krossener Str. 28,berlin,Germany,,+49 30 41957450,http://delicia-nails.de/
192,Devid Friseur .De & Team,,,,Berlin,berlin,Germany,,,
41,Diamond Beauty Kreuzberg,4.4,(36),Beauty salon,Bürknerstraße 15,berlin,Germany,,+49 1521 9401338,http://diamond-beauty-kreuzberg.de/
40,Ebony & Ivory,4.4,(194),Hair salon,Potsdamer Straße 158,berlin,Germany,,+49 30 2163749,https://ebonyandivory.nearcut.de/
37,Effy Nails,4.9,(34),Nail salon,Sonnenallee 172,berlin,Germany,,,http://www.effynails.com/
163,Ellen Weib Kosmetik,4.7,(11),Facial spa,Pappelallee 88,berlin,Germany,,+49 30 4424106,http://ellen-weib-kosmetik.de/
137,Ely Beauty Nails,5.0,(1),Nail salon,Schönhauser Allee 109,berlin,Germany,,,https://elybeautynails.mytreatwell.de/
48,Evelines,4.0,(4),Beauty salon,Bülowstraße 9,berlin,Germany,,+49 30 51307709,
120,Ewa Klein Kosmetik,5.0,(9),Beauty salon,Kolberger Pl. 6,berlin,Germany,,+49 30 43653121,http://www.ewa-klein.de/
75,Eyelash extensions Berlin INFINI BEAUTÉ,4.7,(20),Beauty salon,Neue Grünstraße 2,berlin,Germany,,+49 30 12024095,https://www.infinibeaute.de/
52,Friseur Beauty Expert,4.4,(8),Hair salon,Wexstraße 24,berlin,Germany,,+49 30 47036500,https://www.jl-beautyexpert.de/
126,Friseur Haissam,4.3,(44),Hair salon,Gneisenaustraße 83,berlin,Germany,Open until 8:00 PM ·,+49 173 8248026,
82,Friseur Kristallglanz,4.8,(24),Hair salon,Marienstraße 13,berlin,Germany,,+49 30 53096827,http://www.kristallglanz.com/
135,Friseur Wilde,4.7,(38),Hair salon,Langhansstraße 5,berlin,Germany,,+49 30 9250826,http://www.friseur-wilde.eu/
113,Friseur Wilde,4.7,(38),Hair salon,Langhansstraße 5,berlin,Germany,,+49 30 9250826,http://www.friseur-wilde.eu/
142,Friseursalon Haarlekin Inh. Römer/Kleinert,4.4,(17),Hair salon,Forststraße 9,berlin,Germany,,+49 30 4047329,http://www.salons-haarlekin.de/
92,Friseursalon Nasrin,4.8,(47),Hairdresser,Kolonnenstraße 51,berlin,Germany,,+49 30 7827179,
130,Frisörsalon Denver Inh. Kühl Döndü,5.0,(4),Hair salon,Karl-Marx-Straße 30,berlin,Germany,,+49 30 6249297,
11,Girly Beauty Lounge,4.9,(81),Nail salon,Mulackstraße 20,berlin,Germany,,+49 30 37475020,https://girlybeautylounge.mytreatwell.de/
136,Gisele Kosmetik&Waxing,5.0,(17),Beauty salon,Wühlischstraße 39,berlin,Germany,,+49 30 98406225,https://giselekosmetik-waxing.de/index.html
6,Glowy Beauty Bar,4.2,(107),Beauty salon,Rochstraße 17,berlin,Germany,,+49 30 25763120,http://www.glowybeautybar.com/
55,Gold Nails,3.4,(25),Nail salon,Heinrich-Heine-Straße 62C,berlin,Germany,,+49 30 37001344,https://goldnails.mytreatwell.de/
77,HAARSTUDIO,4.4,(34),Hair salon,Meraner Str. 8,berlin,Germany,,+49 30 89209028,https://www.facebook.com/pages/category/Hair-Salon/Devid-Friseur-de-Team-1641349046127331/
7,HOSHI COUPE Berlin,4.3,(147),Beauty salon,Garnisonkirchplatz 2,berlin,Germany,,+49 30 27891720,http://hoshicoupe.com/
54,Ha Nail Beauty am Alexa Shopping Center Berlin,4.5,(2),Nail salon,"Mediamarkt, Grunerstraße 20 Alexa Shoppingcenter Berlin, 2.OG (neben",berlin,Germany,Opens at 10:00 AM ·,+49 176 41439388,
151,Haarfrei Berlin by SHR Beauty Berlin,4.8,(17),Waxing hair removal service,Niederwallstraße 34,berlin,Germany,,+49 30 47012981,http://www.haarfrei-berlin.de/de
19,Hair & Make Up Artist Maurice Klostermann,4.7,(111),Beauty salon,Bamberger Str. 8,berlin,Germany,,+49 30 91539038,http://www.stylist-maurice.de/
4,Hair Sweet Hair,4.4,(126),Beauty salon,Fuldastraße 41,berlin,Germany,,+49 30 95602840,http://hairsweethair.de/
51,Hair extension Berlin Malaika Hair,4.2,(21),Beauty salon,Grolmanstraße 15,berlin,Germany,,+49 30 36726924,http://www.malaikahair.de/
80,Hani Beauty,2.9,(29),Beauty salon,Tamara-Danz-Straße 11,berlin,Germany,,+49 30 27599999,http://www.hanibeauty.de/
139,Hautnah Kosmetik Antje - Über mich,,,Beauty salon,Marienburger Str. 12,berlin,Germany,,+49 30 41715320,http://www.hautnah-kosmetik-antje.de/page5.php
158,Healthy glow Berlin Airbrush Tanning Beauty,4.9,(92),Facial spa,Kleine Hamburger Str. 3,berlin,Germany,,+49 30 91446334,http://www.healthyglow.de/
34,ISLA Berlin,4.6,(34),Nail salon,Inselstraße 13,berlin,Germany,,+49 162 9741809,http://www.islaberlin.com/
9,Innovativer beauty Salon NaTania / Салон красоты,4.2,(12),Beauty salon,Windscheidstraße 1,berlin,Germany,,+49 30 68079111,http://www.innovative-beauty.de/
138,Ixora Beauty Lounge & Spa,4.6,(5),Beauty salon,Berliner Straße 160,berlin,Germany,,+49 1525 7017941,http://www.healthmassage.eu/
13,JANA HAIR CLASS,4.1,(60),Hair salon,Berliner Freiheit 2,berlin,Germany,,+49 30 26101920,http://www.janaeichler.de/
90,Jaz Cosmetics Berlin,5.0,(1),Beauty salon,Kurfürstenstraße 77,berlin,Germany,,+49 30 98378747,
12,K & K Beauty | Your beauty salon in Berlin Mitte,4.6,(20),Beauty salon,Dircksenstraße 42,berlin,Germany,,+49 30 28387890,https://www.k-k-kosmetik.de/
57,KEVIN-NAILS-KOSMETIK,4.2,(105),Nail salon,Zossener Str. 17,berlin,Germany,,+49 30 98360864,
96,Kiez Salon,4.7,(25),Hair salon,Krüllsstraße 18,berlin,Germany,,+49 30 5368391,
134,Kommheim Haare schneiden Berlin,4.5,(32),Hair salon,Immanuelkirchstraße 7,berlin,Germany,,+49 30 40525396,http://www.kommheim.com/
112,Kommheim Haare schneiden Berlin,4.5,(32),Hair salon,Immanuelkirchstraße 7,berlin,Germany,,+49 30 40525396,http://www.kommheim.com/
161,Kompetenzzentrum für medizinische Kosmetik in den Citypraxen Berlin,,,Facial spa,Friedrichstraße 180,berlin,Germany,,+49 30 886226402,
69,Kosmetikinstitut am Hackeschen Markt - Berlin Mitte,4.6,(80),Beauty salon,Oranienburger Str. 90,berlin,Germany,Opens at 11:00 AM ·,+49 30 28092755,http://www.kosmetik-wolski.de/
115,L'image-Berlin,4.7,(20),Hair salon,Albrechtstraße 55,berlin,Germany,,+49 30 34062894,http://www.limage-berlin.de/
79,Lady Nails,4.4,(72),Nail salon,Petersburger Str. 93,berlin,Germany,,+49 30 26078619,https://www.treatwell.de/ort/lady-nails-berlin/
71,Lan Nagelstudio,4.0,(18),Nail salon,Danziger Str. 25,berlin,Germany,Open until 8:00 PM ·,+49 1520360857,https://lan-nagelstudio-ii.mytreatwell.de/
103,Lan Nagelstudio,3.7,(25),Nail salon,Danziger Str. 65,berlin,Germany,,+49 1520 3608657,https://lan-nagelstudio-i.mytreatwell.de/
122,Le Nails,3.0,(2),Nail salon,Greifswalder Str. 86,berlin,Germany,,+49 30 20288479,
62,Le-Nails,3.3,(13),Nail salon,Monbijoupl. 2,berlin,Germany,,+49 30 28874007,https://le-nails.mytreatwell.de/
106,Lily Nails,3.4,(31),Nail salon,Waldstraße 58,berlin,Germany,,+49 176 47351858,https://lily-nails-2.mytreatwell.de/
61,Link Hair Design,4.6,(62),Hair salon,Prenzlauer Allee 5,berlin,Germany,,+49 30 54713130,http://www.linkhair.de/
25,Long Time Beauty Permanent Make-up Berlin 24,,,Beauty salon,Kalckreuthstraße 16,berlin,Germany,,+49 30 21996456,
150,Louis-Fasson Barbier Salon,5.0,(40),Hair salon,Hindenburgdamm 76,berlin,Germany,,+49 30 55651656,http://www.louis-fasson.de/
15,MU Berlin,4.8,(74),Hair salon,Linienstraße 154A,berlin,Germany,,+49 30 97005704,http://www.mu-berlin.de/
121,Mandy Neumann Friseure,4.6,(8),Hair salon,Heinsestraße 52,berlin,Germany,,+49 30 43747447,https://www.mandy-neumann-friseure.de/
182,Marshall McLuhan Salon,2.7,(3),Visitor center,Berlin,berlin,Germany,,+49 30 20312393,http://www.mcluhan-salon.de/
104,Masna Salon ( Nagelstudio),4.0,(29),Corporate office,Neuendorfer Str. 85,berlin,Germany,Open until 6:30 PM ·,+49 30 54628627,
78,May Nagelstudio,5.0,(5),Nail salon,Winsstraße 61,berlin,Germany,,+49 30 23947694,https://maynagelstudio.mytreatwell.de/
127,MiMi Nails,4.5,(16),Nail salon,Boxhagener Str. 35,berlin,Germany,,+49 162 6115884,https://mimi-nagelstudio.mytreatwell.de/
14,Milan's,4.7,(40),Hair salon,Mommsenstraße 68,berlin,Germany,,+49 30 8816667,http://www.milans.de/
186,Mino's Barbershop,4.7,(57),Barber shop,Berlin,berlin,Germany,,,
168,Museum Frieder Burda | Salon Berlin,4.3,(18),Museum,Auguststraße 11 - 13,berlin,Germany,,+49 30 24047404,https://www.museum-frieder-burda.de/de/salon-berlin/
43,Nail Art Mitte,3.9,(35),Nail salon,Große Hamburger Str. 15,berlin,Germany,,+49 30 28885838,http://www.nail-art-mitte.de/
98,Nails Collection,4.7,(15),Nail salon,Grunewaldstraße 54,berlin,Germany,,,
26,NeoBerlin GmbH,4.4,(88),Hair salon,Schönhauser Allee 42,berlin,Germany,,+49 30 24628612,http://www.neoberlin.com/
172,New Sun Tanning Salon,4.8,(197),Tanning salon,Frankfurter Allee 149,berlin,Germany,,+49 30 5541541,https://newsun-sonnenstudio.de/
116,Ngoc Anh Nails,5.0,(1),Nail salon,Str. der Pariser Kommune 23,berlin,Germany,,+49 162 7797269,
140,OLE BERLIN | BOUTIQUE SPA,4.9,(17),Beauty salon,Tieckstraße 10,berlin,Germany,,+49 30 20832116,http://www.oleberlin.de/
178,Obermaier,4.5,(168),Restaurant,Berlin,berlin,Germany,,+49 30 61656862,http://www.obermaier-kreuzberg.de/
157,Parfümerie Douglas Berlin Mitte,4.0,(416),Beauty salon,"Grunerstraße, Alexanderpl. 20",berlin,Germany,Opens at 10:00 AM ·,+49 30 25762099,https://www.douglas.de/Parf%C3%BCmerie/Berlin/0475/0002/vst.html
117,Pauline Haarsalon,4.9,(21),Hair salon,Erich-Weinert-Straße 55,berlin,Germany,,+49 30 47363770,
20,Penthouse111 Manuel Wester,4.3,(33),Beauty salon,Dresdener Str. 111,berlin,Germany,,+49 30 92283189,http://www.penthouse111.de/
170,Piano Salon Christophori,4.7,(346),Concert hall,Uferstraße 8-11,berlin,Germany,,,http://www.konzertfluegel.com/
65,Proud,4.8,(20),Hair salon,Niederbarnimstraße 9,berlin,Germany,,+49 30 49807952,https://www.facebook.com/pages/Friseur-Proud/127231857352346
146,ROHN.Berlin,5.0,(13),Hair salon,Knesebeckstraße 6,berlin,Germany,,+49 30 85609319,http://www.rohn.berlin/
147,RYOKO,4.9,(23),Beauty salon,Friedelstraße 11,berlin,Germany,,,http://ryoko-berlin.com/
188,Raven Barber Shop,5.0,(39),Barber shop,Berlin,berlin,Germany,,+49 177 4366789,https://raven-berlin.mytreatwell.de/
169,Roter Salon,4.7,(29),Night club,Rosa-Luxemburg-Platz,berlin,Germany,,,
174,SALON MOON,4.7,(3),Cultural center,Olivaer Pl. 12,berlin,Germany,,+49 176 57964443,http://salonmoon.de/
102,SKY-Nails Nagelstudios Berlin,4.4,(41),Nail salon,Jonasstraße 2,berlin,Germany,,+49 30 39884368,http://sky-nails.de/
24,Said Rubaii hair salon,4.5,(66),Hair salon,Karl-Liebknecht-Str. 21,berlin,Germany,,+49 30 22478760,http://www.saidrubaii.com/
171,Salon - Zur wilden Renate,3.6,(896),Night club,Alt-Stralau 70,berlin,Germany,,+49 30 25041426,http://www.renate.cc/
84,Salon Atwi,4.7,(55),Hair salon,Nehringstraße 12,berlin,Germany,,+49 30 54491152,https://www.facebook.com/pages/category/Health-Spa/Salon-Atwi-176361772722130/
59,Salon Beige,,,Hair salon,Auguststraße 83,berlin,Germany,,+49 30 27594051,http://www.salon-beige.de/
35,Salon Cocoon,4.1,(66),Beauty salon,Joachimsthaler Str. 33,berlin,Germany,,+49 30 39930242,http://www.bytolga-haluk.com/
173,Salon Dahlmann,4.2,(73),Art gallery,Marburger Str. 3,berlin,Germany,,+49 30 88725683,http://salon-dahlmann.de/
118,Salon Ebel Medizinische Fusspflege,4.4,(31),Beauty salon,Pücklerstraße 18,berlin,Germany,Open until 6:30 PM ·,+49 30 6123123,http://www.annette-ebel.de/
72,Salon Ercan,4.4,(36),Hair salon,Müllerstraße 156C,berlin,Germany,,+49 173 6337227,
128,Salon Haarfabrika,4.3,(113),Hair salon,Elsenstraße 106,berlin,Germany,Open until 7:00 PM ·,+49 30 53002950,http://www.haarfabrika.de/
181,Salon Halit Art,5.0,(5),Art gallery,Berlin,berlin,Germany,,+49 176 23768215,http://halit-art.de/
87,Salon Issam,4.6,(39),Hair salon,Braunschweiger Str. 53,berlin,Germany,,+49 30 22321425,
36,Salon Marwan,4.8,(40),Hair salon,Potsdamer Straße 155,berlin,Germany,,+49 176 80721441,
16,Salon NEW STYLE,4.4,(86),Beauty salon,Schönhauser Allee 115,berlin,Germany,,+49 30 407503,
33,Salon Nails,3.6,(29),Nail salon,Kastanienallee 22,berlin,Germany,,+49 30 84436265,
175,Salon Remise,4.6,(5),Cultural center,Am Treptower Park 28,berlin,Germany,,,http://salon-remise.de/wordpress/
91,Salon Rosenthaler,4.9,(11),Hair salon,Brunnenstraße 26,berlin,Germany,,+49 30 4497150,http://www.friseur-rosenthaler.de/
100,Salon Schmück,5.0,(1),Beauty salon,Skalitzer Str. 80,berlin,Germany,,,https://www.facebook.com/pages/category/Bar/SALON-SCHM%C3%9CCK-117810458257841/
184,Salon Stuttgart,,,Art gallery,Berlin,berlin,Germany,,+49 1573 5360673,http://salonstuttgart.com/
129,Salon Sucré,4.3,(60),Hair salon,Görlitzer Str. 32a,berlin,Germany,,+49 30 6122713,http://www.salonsucre.de/
58,Salon ohne Namen,4.6,(23),Beauty salon,Droysenstraße 3,berlin,Germany,,+49 30 3245563,http://www.salon-ohne-namen.de/
131,Salone 39,4.8,(37),Hair salon,Silvio-Meier-Straße,berlin,Germany,,+49 30 78992757,https://www.facebook.com/salone39berlino/
154,"Sauber, schmerzlos, schön..",4.8,(63),Beauty salon,Pichelsdorfer Str. 35,berlin,Germany,,+49 30 23904367,https://www.google.com/aclk?sa=l&ai=DChcSEwjDpt_q2ZnpAhWS7lEKHVNiCcIYABAAGgJ3cw&sig=AOD64_2xJlbwjx3KgASovNXLHG7LXTuVaw&adurl&q&ctype=99
176,"Sauber, schmerzlos, schön..",4.8,(63),Beauty salon,Berlin,berlin,Germany,,+49 30 23904367,https://www.google.com/aclk?sa=l&ai=DChcSEwiNwZfy2ZnpAhVGstUKHTnoBvkYABAAGgJ3cw&sig=AOD64_2wc5Rm6cQsa4QPz3guS5WQrFyLQA&adurl&q&ctype=99
22,"Sauber, schmerzlos, schön..",4.8,(63),Beauty salon,Pichelsdorfer Str. 35,berlin,Germany,,+49 30 23904367,https://www.google.com/aclk?sa=l&ai=DChcSEwjXvIi82ZnpAhXKu9UKHTp2B-cYABAAGgJ3cw&sig=AOD64_22QqFuXRprzRz0n-vDT7XhGZCxJg&adurl&q&ctype=99
0,"Sauber, schmerzlos, schön..",4.8,(63),Beauty salon,Pichelsdorfer Str. 35,berlin,Germany,,+49 30 23904367,https://www.google.com/aclk?sa=l&ai=DChcSEwjZi8uv2ZnpAhXF7lEKHdfaBtwYABAAGgJ3cw&sig=AOD64_1cj8MNxP7XStturgI-Y0nxEFuTEw&adurl&q&ctype=99
110,"Sauber, schmerzlos, schön..",4.8,(63),Beauty salon,Pichelsdorfer Str. 35,berlin,Germany,,+49 30 23904367,https://www.google.com/aclk?sa=l&ai=DChcSEwj6tdHa2ZnpAhXM7lEKHdc8BvMYABAAGgJ3cw&sig=AOD64_22eXFL7_4GG65ojPKeGscN-Qo-dA&adurl&q&ctype=99
66,"Sauber, schmerzlos, schön..",4.8,(63),Beauty salon,Pichelsdorfer Str. 35,berlin,Germany,,+49 30 23904367,https://www.google.com/aclk?sa=l&ai=DChcSEwiyhczL2ZnpAhWVndUKHUFrBRIYABAAGgJ3cw&sig=AOD64_1y15oiApq_Bv7MQ1wc0NuhmsYZrw&adurl&q&ctype=99
88,"Sauber, schmerzlos, schön..",4.8,(63),Beauty salon,Pichelsdorfer Str. 35,berlin,Germany,,+49 30 23904367,https://www.google.com/aclk?sa=l&ai=DChcSEwjWyovT2ZnpAhWM7lEKHa_iDtcYABAAGgJ3cw&sig=AOD64_0gmgI9wzSeK6m3oWiuwt5qnoDBZA&adurl&q&ctype=99
44,"Sauber, schmerzlos, schön..",4.8,(63),Beauty salon,Pichelsdorfer Str. 35,berlin,Germany,,+49 30 23904367,https://www.google.com/aclk?sa=l&ai=DChcSEwifvIDE2ZnpAhXFlNUKHcMSCjAYABAAGgJ3cw&sig=AOD64_3TSBBfCRrTVsdBFQQJsm8Bzg3LNw&adurl&q&ctype=99
132,"Sauber, schmerzlos, schön..",4.8,(63),Beauty salon,Pichelsdorfer Str. 35,berlin,Germany,,+49 30 23904367,https://www.google.com/aclk?sa=l&ai=DChcSEwj6tdHa2ZnpAhXM7lEKHdc8BvMYABAAGgJ3cw&sig=AOD64_22eXFL7_4GG65ojPKeGscN-Qo-dA&adurl&q&ctype=99
73,Semilac Akademie,4.9,(9),Nail salon,Berliner Allee 178,berlin,Germany,,+49 30 92371888,http://www.semilac.de/
189,Sprachsalon Berlin,4.7,(39),Language school,Berlin,berlin,Germany,Opens at 10:00 AM ·,+49 30 62732911,https://sprachsalon-berlin.de/
68,Star Nails,5.0,(3),Nail salon,Kantstraße 132,berlin,Germany,,+49 30 54710101,http://www.nagelstudio-24.de/naildesign-9813.html
39,Studio99,4.3,(33),Nail salon,Schliemannstraße 23a,berlin,Germany,,+49 30 27986591,https://studio99.mytreatwell.de/
179,TEE.SALON.IKI,5.0,(69),Tea house,Berlin,berlin,Germany,,+49 30 54869969,http://www.teesaloniki.de/
21,TONI&GUY Berlin Knesebeckstraße,4.1,(60),Hair salon,Knesebeckstraße 35,berlin,Germany,,+49 30 88912745,http://toniandguy.de/
56,TRÀ MY Beauty,2.9,(36),Nail salon,Kopernikusstraße 31,berlin,Germany,,+49 30 29779010,https://tra-my-nails.business.site/
31,The Banana'd Bouffant,4.8,(4),Hair salon,Möckernstraße 96,berlin,Germany,,+49 1577 2168546,
109,The Pauls Sisters GmbH,4.4,(78),Hair salon,Chamissopl. 6,berlin,Germany,Open until 8:00 PM ·,+49 30 6939666,http://www.die-pauls-sisters.de/
60,Thy Nails Spa,4.2,(44),Beauty salon,Grünberger Str. 22,berlin,Germany,,+49 30 55227212,http://www.thy-nails.com/
47,Tier-Beauty-Studio Berlin Teltow,,,Beauty salon,Stralauer Allee 5,berlin,Germany,,+49 180 5 762788 ·,
49,UDJAT AESTHETICS,,,Beauty salon,Friedrichstraße 79,berlin,Germany,,,https://www.udjat-aesthetics.de/
18,VIKTOR LESKE MITTE,4.6,(211),Hair salon,Joachimstraße 8,berlin,Germany,Opens at 11:00 AM ·,+49 30 27908487,https://www.instagram.com/viktor_leske_berlin/
162,Victoria´s Beauty - Brazilian Waxing • Fußpflege,5.0,(2),Waxing hair removal service,Str. der Pariser Kommune 18a,berlin,Germany,,+49 1522 9224067,https://www.victoriasbeauty.de/
28,Violet Beauty Salon,4.4,(20),Beauty salon,Detmolder Str. 10,berlin,Germany,,+49 30 72297229,https://beauty-salon-violet.mytreatwell.de/
101,Visagio Golden Nails,2.6,(7),Nail salon,Prenzlauer Allee 46,berlin,Germany,,,
191,Volksbühne Berlin,4.5,"(1,024)",Performing arts theater,Berlin,berlin,Germany,,+49 30 24065777,http://www.volksbuehne.berlin/
124,Vu Cosmetics,4.6,(84),Facial spa,Friedrichstraße 130,berlin,Germany,,+49 30 89564330,http://www.vucosmetics.de/
70,WAX DICH SCHÖN Studio Berlin Mitte,4.1,(48),Beauty salon,Brunnenstraße 184,berlin,Germany,,+49 30 23922595,https://waxdichschoenmitte.mytreatwell.de/
164,Wax in the City - Waxing Berlin Stadtmitte,4.6,(32),Hair removal service,Kronenstraße 66,berlin,Germany,Opens at 12:00 PM ·,+49 30 20074905,https://www.wax-in-the-city.com/waxing-berlin-stadtmitte
145,Waxing Dream,4.4,(81),Waxing hair removal service,Skalitzer Str. 101,berlin,Germany,,+49 30 69507566,http://www.waxing-dream.de/
177,Wein Salon,4.5,(76),Wine bar,Berlin,berlin,Germany,,+49 30 32660925,http://www.facebook.com/weinsalon
143,Wenta Kosmetik,,,Beauty salon,Niederwallstraße 14,berlin,Germany,,,https://wenta-kosmetik.mytreatwell.de/
108,Wild Hair,4.4,(125),Hair salon,Prenzlauer Allee 195A,berlin,Germany,,+49 30 47372316,http://www.wild-hair-berlin.de/
17,Wolfgang Zimmer,3.8,(21),Beauty salon,Rosenthaler Str. 36,berlin,Germany,,+49 30 8813206,http://www.wolfgangzimmer-friseur.de/
64,"Yvonne-B Manicure, Pedicure & Nail Design",4.4,(31),Nail salon,Schönhauser Allee 43A,berlin,Germany,,+49 172 1036643,http://www.yvonne-b.de/
86,ZauberbergHair,4.6,(54),Beauty salon,"Schönhauser Allee 47 U, Eberswalder Str.",berlin,Germany,,+49 30 98402617,https://zauberberg-hair.business.site/?utm_source=gmb&utm_medium=referral
111,Ziya-Friseur,4.5,(46),Hair salon,Walter-Benjamin-Platz 6,berlin,Germany,,+49 30 8823050,https://www.google.com/aclk?sa=l&ai=DChcSEwj6tdHa2ZnpAhXM7lEKHdc8BvMYABABGgJ3cw&sig=AOD64_1MNNqYy71mzutxiTxKWKEocCXIhQ&adurl&q&ctype=99
