,Firmenname / COMPANY NAME,rating,Branche / INDUSTRY,Strasse / Street,PostalCode,Stadt / City,Land / COUNTRY,HOURS,phone_number,website,email
11,Burg & Schild Redwing Textil- & Schuhwaren,[],Textilwaren,Rosa‑Luxenburg‑Str. 3,10178,berlin,Germany,schließt um 19:00,(030) 24 63 05 01,http://www.burgundschild.com,https://www.gelbeseiten.de/gsbiz/a1410257-5b4b-4032-bce1-a10a14df5e5b#email-schreiben
12,Caner Textil Textilhandel,2.0,Textilwaren,Schillerstr. 65,10627,berlin,Germany,,(030) 34 62 87 54,[],[]
13,Cesaria Textilhandel GmbH,[],Textilwaren,Mariendorfer Damm 1,12099,berlin,Germany,,(030) 70 20 95 73,[],[]
14,Chic & Charmant,[],Textilwaren,Kirchstr. 5,14641,berlin,Germany,öffnet Montag um 09:00,(03321) 4 88 88,[],[]
15,Closed,[],Textilwaren,Budapester Str 28‑50,10787,berlin,Germany,schließt um 20:00,(030) 26 36 93 85,http://www.closed.com,https://www.gelbeseiten.de/gsbiz/4fbbc83d-e982-4e92-8cdf-2a73589c16ba#email-schreiben
16,Closed by 14oz,[],Textilwaren,Alte Schönhauser Str. 32B,10178,berlin,Germany,schließt um 20:00,(030) 25 76 08 76,https://www.closed.com/,mailto:shop.berlinmitte@closed.com?subject=Anfrage%20%C3%BCber%20Gelbe%20Seiten
17,Dekoria GmbH Heimtextilhandel,[],Textilwaren,Bundesplatz 8,10715,berlin,Germany,öffnet Montag um 07:00,(030) 5 55 78 32 80,http://www.dekoria.de,https://www.gelbeseiten.de/gsbiz/45c540c6-346b-4e57-b2bc-e62a6955aed4#email-schreiben
18,Dipl.-Ing. Rolf Hegenbart Raumausstattermeister,[],Raumausstattung,Seematen 8,14532,berlin,Germany,öffnet Montag um 10:00,(033203) 2 46 00,http://www.raumausstatter-rolf-hegenbart.de,mailto:rolfhegenbart@t-online.de?subject=Anfrage%20%C3%BCber%20Gelbe%20Seiten
19,Domke & Zechlin GbR Einzelhandel für Textilien,[],Textilwaren,Kemnitzer Str. 56,14542,berlin,Germany,,(03327) 5 20 33 94,http://www.myrebella.de,https://www.gelbeseiten.de/gsbiz/a7734e41-6ea7-4bee-a714-f82e2ddc506e#email-schreiben
20,Dossow Doris mobiler Textilhandel,[],Textilwaren,Am Fichtenberg 14,14552,berlin,Germany,,(033205) 4 50 30,[],[]
21,"Eichelbaum Sigrid Textilien-, Kurz- u.Schreibwaren",[],Textilwaren,Käthe‑Kollwitz‑Str. 16,14943,berlin,Germany,,(03371) 63 09 43,http://www.deutschepost.de/,https://www.gelbeseiten.de/gsbiz/f448c58e-4e0c-4114-a16b-1869a9138114#email-schreiben
22,Euro Price Talay,[],Textilwaren,Königsheideweg 9,12437,berlin,Germany,schließt um 16:00,(030) 78 89 43 40,http://www.europrice-talay.de,mailto:info@europrice-talay.de?subject=Anfrage%20%C3%BCber%20Gelbe%20Seiten
23,F&P Stock Solution GmbH,[],Textilwaren,Straße der Einheit 142‑148,14612,berlin,Germany,,(03322) 4 26 55 66,http://www.schuhverwerter.de,mailto:info@stock-solution.de?subject=Anfrage%20%C3%BCber%20Gelbe%20Seiten
24,Fashion FC Club GmbH,[],Textilwaren,Babelsberger Str. 16,14473,berlin,Germany,schließt um 20:00,(0331) 87 09 51 82,http://www.myfashionclub.com,https://www.gelbeseiten.de/gsbiz/9bc1c391-7688-498b-ada2-72812f2c4e65#email-schreiben
25,Ferdinand Dameris GmbH & Co KG Textilwaren,[],Textilwaren,Bergholzstr. 2,12099,berlin,Germany,,(030) 66 06 87-0,http://www.dameris.de,https://www.gelbeseiten.de/gsbiz/4e9893f6-e3b3-4ba0-85b9-274a7573c78e#email-schreiben
26,For Kings and Queens Textilhandels GmbH Textilwaren,[],Textilwaren,Zossener Str. 32,10961,berlin,Germany,,(030) 62 73 68 59,[],[]
27,Frottana-Textil GmbH & Co. KG Textilwaren,[],Textilwaren,Kaiser‑Friedrich‑Str. 90,10585,berlin,Germany,,(030) 3 43 83 92-0,http://www.moeve.de/,https://www.gelbeseiten.de/gsbiz/f0ed6c3c-b973-439b-84f6-21b891f92197#email-schreiben
28,Frottier-Center Textilwaren,[],Textilwaren,Steglitzer Damm 96A,12169,berlin,Germany,,(030) 72 32 37 77,[],[]
29,G-Star Raw Textilwaren,[],Bekleidung,Grunerstr. 20,10179,berlin,Germany,schließt um 21:00,(030) 24 08 31 51,http://www.g-star.com,https://www.gelbeseiten.de/gsbiz/a1e6db55-3e9a-4398-b343-24267db4fd78#email-schreiben
30,GSE Texprint solutions GmbH Textilwaren,[],Textilwaren,Kablower Weg 89,12526,berlin,Germany,,(030) 89 73 23 20,http://texprint-solutions.com,https://www.gelbeseiten.de/gsbiz/0b9ed4aa-3721-4f14-a277-876194feb83b#email-schreiben
31,Gant Store,[],Textilwaren,Budapester Str. 44,10178,berlin,Germany,,(030) 26 55 74 47,[],[]
32,Gerry Weber International,[],Textilwaren,Sterncenter,14480,berlin,Germany,schließt um 21:00,(0331) 60 03 35 94,http://www.house-of-gerryweber.de,https://www.gelbeseiten.de/gsbiz/1bae2d33-a2e5-4e08-a7b9-6516d02b6457#email-schreiben
33,Gina Laura,[],Textilwaren,Döberitzer Weg 5,14624,berlin,Germany,schließt um 21:00,(03322) 2 29 25,http://www.gina-laura.com/de/,mailto:info@gina-laura.com?subject=Anfrage%20%C3%BCber%20Gelbe%20Seiten
34,Heibuch Helga & Andreas G.b.r. Textilhaus Heibuch,[],Textilwaren,Berliner Str. 103a,15537,berlin,Germany,schließt um 12:30,(03362) 88 21 42,[],[]
35,Hoffmann Textilhandel GmbH,[],Textilwaren,Chausseestr. 1,15745,berlin,Germany,,(03375) 50 01 14,[],[]
36,House of Gerry Weber,[],Textilwaren,Schloßstr. 15,12163,berlin,Germany,schließt um 20:00,(030) 75 65 01 60,http://www.house-of-gerryweber.de,https://www.gelbeseiten.de/gsbiz/38af9da4-0a0a-404f-aba4-857f32c193a8#email-schreiben
37,Husky Team Berlin GmbH Textilwaren,[],Textilwaren,Urbanstr. 131,10967,berlin,Germany,schließt um 18:00,(030) 55 95 76 94,http://www.husky-berlin.de,https://www.gelbeseiten.de/gsbiz/a79503a0-4588-4206-99a6-147109af1c3f#email-schreiben
38,Höffe Textilhandelsgesellschaft mbH Textilwaren,[],Textilwaren,Wickramstr. 24,14089,berlin,Germany,,(030) 36 80 18 56,http://www.hoeffetextil.de,https://www.gelbeseiten.de/gsbiz/6f20b855-035c-419f-825d-78b9b95e2131#email-schreiben
39,Jeans World Textilwarenhandel,[],Textilwaren,Am Müggelpark 10‑12,15537,berlin,Germany,,(03362) 88 17 19,[],[]
40,Johann Borgers Berlin GmbH & Co.KG Automobilzulieferer,[],Textilwaren,Nüßlerstr. 14‑23,13088,berlin,Germany,,(030) 92 70 14-0,http://www.borgers.de,https://www.gelbeseiten.de/gsbiz/ec5de64a-6615-461a-8a98-a950f8fe89e8#email-schreiben
41,KETU Fashion & Home Bekleidung,[],Bekleidung,Tamara‑Danz‑Str. 11,10243,berlin,Germany,schließt um 21:00,(0173) 2 32 22 68,https://www.ketu-fashion.de,https://www.gelbeseiten.de/gsbiz/76e4cb4c-6cfb-4c52-83f8-e1ab18b8ed7b#email-schreiben
42,Ketu Fashion & Home,4.2000003,Bekleidung,Chausseestr. 1,15745,berlin,Germany,schließt um 21:00,(03375) 5 26 16 00,[],[]
43,KiK Textilien und Non-Food GmbH,[],Textilwaren,Frankfurter Allee 111,10247,berlin,Germany,schließt um 21:00,[],https://www.kik.de/,[]
44,KiK Textilien und Non-Food GmbH,[],Textilwaren,Marktstr. 6,10317,berlin,Germany,schließt um 18:00,[],https://www.kik.de/,[]
45,KiK Textilien und Non-Food GmbH,[],Textilwaren,Stromstr. 11 ‑17,10551,berlin,Germany,schließt um 20:00,[],https://www.kik.de/,[]
46,KiK Textilien und Non-Food GmbH,[],Textilwaren,Wilmersdorfer Str. 126 ‑127,10627,berlin,Germany,schließt um 20:30,[],https://www.kik.de/,[]
47,KiK Textilien und Non-Food GmbH,[],Textilwaren,Mariendorfer Damm,12107,berlin,Germany,schließt um 18:00,[],[],[]
48,KiK Textilien und Non-Food GmbH,4.0,Textilwaren,Kamenzer Damm 86,12249,berlin,Germany,schließt um 18:00,[],https://www.kik.de/,mailto:info@kik.de?subject=Anfrage%20%C3%BCber%20Gelbe%20Seiten
49,KiK Textilien und Non-Food GmbH,[],Textilwaren,Schnellerstr. 20 A‑20B,12439,berlin,Germany,schließt um 18:00,[],https://www.kik.de/,[]
50,KiK Textilien und Non-Food GmbH,[],Textilwaren,Am Rondell 8,12529,berlin,Germany,schließt um 19:00,[],https://www.kik.de/,[]
51,KiK Textilien und Non-Food GmbH,[],Textilwaren,Neue Grottkauer Str. 3 ‑5,12619,berlin,Germany,schließt um 14:00,[],https://www.kik.de/,[]
52,KiK Textilien und Non-Food GmbH,[],Textilwaren,An der Schule 66,12623,berlin,Germany,schließt um 19:00,[],https://www.kik.de/,[]
53,KiK Textilien und Non-Food GmbH,[],Textilwaren,Welsestr. 32 ‑34,13057,berlin,Germany,schließt um 18:00,[],https://www.kik.de/,[]
54,KiK Textilien und Non-Food GmbH,[],Textilwaren,Berliner Allee 261 ‑269,13088,berlin,Germany,schließt um 16:00,[],https://www.kik.de/,[]
55,KiK Textilien und Non-Food GmbH,[],Textilwaren,Müllerstr. 141,13353,berlin,Germany,schließt um 20:00,[],https://www.kik.de/,[]
56,KiK Textilien und Non-Food GmbH,[],Textilwaren,Wilhelmsruher Damm 130 ‑140,13439,berlin,Germany,schließt um 20:00,[],https://www.kik.de/,[]
57,KiK Textilien und Non-Food GmbH,[],Textilwaren,Brunsbütteler Damm 257,13581,berlin,Germany,schließt um 18:00,[],https://www.kik.de/,[]
58,KiK Textilien und Non-Food GmbH,[],Textilwaren,Breite Str. 25 ‑27,14471,berlin,Germany,schließt um 20:00,[],https://www.kik.de/,[]
59,KiK Textilien und Non-Food GmbH,[],Textilwaren,Am Moosfenn 1,14478,berlin,Germany,schließt um 18:00,[],https://www.kik.de/,[]
60,KiK Textilien und Non-Food GmbH,[],Textilwaren,Großbeerenstr. 125 ‑135,14482,berlin,Germany,schließt um 18:00,[],https://www.kik.de/,[]
61,KiK Textilien und Non-Food GmbH,[],Textilwaren,Oderstr. 31 ‑33,14513,berlin,Germany,schließt um 20:00,[],https://www.kik.de/,[]
62,KiK Textilien und Non-Food GmbH,3.0,Textilwaren,Adolf‑Grimme‑Ring 8,14532,berlin,Germany,schließt um 14:00,[],https://www.kik.de/,mailto:info@kik-textil-diskont.de?subject=Anfrage%20%C3%BCber%20Gelbe%20Seiten
63,KiK Textilien und Non-Food GmbH,[],Textilwaren,Zum großen Zernsee 1,14542,berlin,Germany,schließt um 20:00,[],[],[]
64,KiK Textilien und Non-Food GmbH,[],Textilwaren,Clara‑Zetkin‑Str. 34,14547,berlin,Germany,schließt um 18:00,[],https://www.kik.de/,[]
65,KiK Textilien und Non-Food GmbH,[],Textilwaren,Luckenwalder Str. 4,14552,berlin,Germany,schließt um 18:00,[],https://www.kik.de/,[]
66,KiK Textilien und Non-Food GmbH,[],Textilwaren,Spandauer Str. 112,14612,berlin,Germany,schließt um 16:00,[],https://www.kik.de/,[]
67,KiK Textilien und Non-Food GmbH,[],Textilwaren,Berliner Allee 1,14621,berlin,Germany,schließt um 16:00,[],https://www.kik.de/,[]
68,KiK Textilien und Non-Food GmbH,[],Textilwaren,Dammstr. 7 ‑9,14641,berlin,Germany,schließt um 18:00,[],https://www.kik.de/,[]
69,KiK Textilien und Non-Food GmbH,[],Textilwaren,Forstweg 37,14656,berlin,Germany,schließt um 16:00,[],https://www.kik.de/,[]
70,KiK Textilien und Non-Food GmbH,[],Textilwaren,Nauener Str. 9,14669,berlin,Germany,schließt um 18:00,[],https://www.kik.de/,[]
71,KiK Textilien und Non-Food GmbH,[],Textilwaren,Neue Parkstr. 5,14943,berlin,Germany,schließt um 16:00,[],https://www.kik.de/,[]
72,KiK Textilien und Non-Food GmbH,[],Textilwaren,Berliner Tor 3,14959,berlin,Germany,schließt um 18:00,[],https://www.kik.de/,[]
73,KiK Textilien und Non-Food GmbH,[],Textilwaren,Potsdamer Str. 55 A,14974,berlin,Germany,schließt um 18:00,[],https://www.kik.de/,[]
74,KiK Textilien und Non-Food GmbH,[],Textilwaren,Berliner Str. 96 A,14979,berlin,Germany,schließt um 16:00,[],https://www.kik.de/,[]
75,KiK Textilien und Non-Food GmbH,[],Textilwaren,Brandenburgische Str. 149,15566,berlin,Germany,schließt um 16:00,[],https://www.kik.de/,[]
76,KiK Textilien und Non-Food GmbH,[],Textilwaren,Blankenfelder Dorfstr. 59,15827,berlin,Germany,schließt um 18:00,[],https://www.kik.de/,[]
77,KiK Textilien und Non-Food GmbH,[],Textilwaren,Am Lückfeld 92,15831,berlin,Germany,schließt um 18:00,[],https://www.kik.de/,mailto:info@kik-textilien.de?subject=Anfrage%20%C3%BCber%20Gelbe%20Seiten
78,KiK Textilien und Non-Food GmbH,[],Textilwaren,Zossener Str. 21 D,15838,berlin,Germany,schließt um 16:00,[],https://www.kik.de/,[]
79,KiK Textilien und Non-Food GmbH,[],Textilwaren,Schönower Str. 72 C,16341,berlin,Germany,schließt um 14:00,[],https://www.kik.de/,[]
80,KiK Textilien und Non-Food GmbH,[],Textilwaren,Landsberger Chaussee 17,16356,berlin,Germany,schließt um 20:00,[],[],[]
81,KiK Textilien und Non-Food GmbH,2.7,Textilwaren,Berliner Str. 119 ‑125,16515,berlin,Germany,schließt um 16:00,[],https://www.kik.de/,mailto:info@kik-textil-diskont.de?subject=Anfrage%20%C3%BCber%20Gelbe%20Seiten
82,KiK Textilien und Non-Food GmbH,[],Textilwaren,Backofenweg,16540,berlin,Germany,schließt um 18:00,[],https://www.kik.de/,[]
83,KiK Textilien und Non-Food GmbH,[],Textilwaren,Glienicker Chaussee,16567,berlin,Germany,schließt um 18:00,[],https://www.kik.de/,mailto:info@kik-textilien.de?subject=Anfrage%20%C3%BCber%20Gelbe%20Seiten
84,KiK Textilien und Non-Food GmbH,[],Textilwaren,Rosa‑Luxemburg‑Str. 22 A,16727,berlin,Germany,schließt um 20:00,[],https://www.kik.de/,[]
85,KiK Textilien und Non-Food GmbH,[],Textilwaren,Havelplatz 2 ‑10,16761,berlin,Germany,schließt um 14:00,[],https://www.kik.de/,[]
86,Kiel Tobias Stoneborn.com,[],Textilwaren,August‑Bebel‑Str. 48,15344,berlin,Germany,schließt um 16:00,(03341) 30 37 30,[],[]
87,Kik Textilien und nonfood Gmbh,[],Textilwaren,Breite Str. 25+27,14467,berlin,Germany,schließt um 20:00,(0331) 9 67 89 69,http://www.kik-textilien.com,[]
88,L. N. Handelsgesellschaft mbH,[],Textilwaren,Hermann‑Elflein‑Str. 15,14467,berlin,Germany,,(0331) 2 80 49 59,[],[]
89,Levy Günter TextilVertr.,[],Textilwaren,Richterstr. 46,12105,berlin,Germany,,(030) 8 52 54 56,[],[]
90,Londoner - Mehmet Mutluer,[],Textilwaren,Badstr. 14,13357,berlin,Germany,schließt um 20:00,(030) 49 00 48 41,http://www.restposten-aus-london.de,https://www.gelbeseiten.de/gsbiz/17f0eca5-52e7-4178-9b32-e87acc4b4f76#email-schreiben
91,MEXX,[],Textilwaren,Sterncenter,14480,berlin,Germany,schließt um 21:00,(0331) 5 05 68 04,http://www.pt-concept-stores.de,https://www.gelbeseiten.de/gsbiz/6d90dca3-58ce-47cd-ac7a-e79ba621a6be#email-schreiben
92,Maak Bernd und Doris Dipl.-Ing.,[],Textilwaren,Kölner Str. 91,14542,berlin,Germany,,0152 01 74 81 09,[],[]
93,"Maak Bernd, Doris Dipl.-Ing.",[],Textilwaren,Kölner Str. 91,14542,berlin,Germany,,(03327) 73 15 58,[],[]
94,Mary's Naturmode Inh: Mary Schreiber,5.0,Textilwaren,Friedrich‑Ebert‑Str. 2,16225,berlin,Germany,öffnet Montag um 10:00,(03334) 38 92 00,[],[]
95,Mini Donno GmbH Textilwaren,[],Textilwaren,Karl‑Marx‑Str. 160,12043,berlin,Germany,,(030) 68 97 58 53,[],[]
96,Mode-Express Textilhandelsges.,[],Textilwaren,Große Str. 11,15344,berlin,Germany,,(03341) 3 00 69 50,[],[]
97,Modeexpress Textilhandels GmbH,[],Textilwaren,Herrenseeallee 15,15344,berlin,Germany,schließt um 20:00,(03341) 30 57 19,[],[]
98,"Mr. & Mrs. Peppers Textilwaren, Einzelhandel",[],Boutiquen,Kastanienallee 91‑92,10435,berlin,Germany,,(030) 4 48 11 21,https://mrandmrspeppers.de,https://www.gelbeseiten.de/gsbiz/c60f26f4-302f-4862-b8a7-15c3c1125fb6#email-schreiben
99,Murkudis Andreas,[],Textilwaren,Potsdamer Str. 81E,10785,berlin,Germany,schließt um 20:00,(030) 6 80 79 83 06,http://www.andreasmurkudis.com,https://www.gelbeseiten.de/gsbiz/6a0aa256-9195-42cc-8a81-b4a343d5f643#email-schreiben
100,Mäx Textilhandel GmbH,[],Textilwaren,Bernauer Str. 31,16515,berlin,Germany,,(03301) 70 22 17,[],[]
101,Möve Lifestyle für Bad & Bett,[],Textilwaren,Kantstr. 17,10623,berlin,Germany,schließt um 19:00,(030) 31 01 27 49,http://www.moeve.de,[]
102,NKD Deutschland GmbH,[],Textilwaren,Schönhauser Allee 101,10439,berlin,Germany,schließt um 18:00,(089) 20 18 88 40,https://www.nkd.com/,[]
103,NKD Deutschland GmbH,[],Textilwaren,Hermannstr. 158 A,12051,berlin,Germany,schließt um 20:00,(089) 20 18 88 40,https://www.nkd.com/,[]
104,NKD Deutschland GmbH,[],Textilwaren,Rheinstr. 55,12159,berlin,Germany,schließt um 18:00,(089) 20 18 88 40,https://www.nkd.com/,[]
105,NKD Deutschland GmbH,[],Textilwaren,Britzer Damm 100 ‑102,12347,berlin,Germany,schließt um 14:00,(089) 20 18 88 40,https://www.nkd.com/,[]
106,NKD Deutschland GmbH,[],Textilwaren,Hellersdorfer Str. 79,12619,berlin,Germany,schließt um 16:00,(089) 20 18 88 40,https://www.nkd.com/,[]
107,NKD Deutschland GmbH,[],Textilwaren,Eisenbahnstr. 1,14542,berlin,Germany,schließt um 15:00,(089) 20 18 88 40,https://www.nkd.com/,[]
108,NKD Deutschland GmbH,[],Textilwaren,Spandauer Str. 160 C,14612,berlin,Germany,schließt um 15:00,(089) 20 18 88 40,https://www.nkd.com/,[]
109,NKD Deutschland GmbH,[],Textilwaren,Kanalstr. 6,16515,berlin,Germany,schließt um 14:00,(089) 20 18 88 40,https://www.nkd.com/,[]
110,NKD Deutschland GmbH,[],Textilwaren,Hauptstr. 54,16548,berlin,Germany,schließt um 16:00,(089) 20 18 88 40,https://www.nkd.com/,[]
111,NKD Deutschland GmbH,4.0,Textilwaren,Postplatz 4 A‑4C,16761,berlin,Germany,schließt um 16:00,(089) 20 18 88 40,https://www.nkd.com/,[]
112,NORCROS Textilproduktion,[],Textilwaren,Bismarckstr. 83,10627,berlin,Germany,,0176 57 45 61 86,http://www.norcros.de,[]
113,Nagel Petra,[],Textilwaren,Ernst‑Thälmann‑Str. 31,15366,berlin,Germany,,(03342) 20 19 95,[],[]
114,Nietsch Michael Arnitex Textilagentur,[],Textilwaren,Plönerstr. 7,14193,berlin,Germany,,(030) 8 91 70 48,http://www.michael-nietsch.de,[]
115,Plischke Cordula Textilien,[],Textilwaren,Frankenstr. 2,10781,berlin,Germany,schließt um 18:00,(030) 34 71 78 54,http://www.strand-bad.com,https://www.gelbeseiten.de/gsbiz/5f1a05cc-5a19-4d83-9747-2c6a44c4e9da#email-schreiben
116,Preis-Paradies Inh.Oliver Pieper Einzelhandel für Textilien,[],Textilwaren,Spandauer Str. 184,14612,berlin,Germany,,(03322) 25 37 75,[],[]
117,Prieß Saskia Textilgroßhandel,[],Textilwaren,Mühlweg 15,12587,berlin,Germany,,(030) 4 40 76 48,[],[]
118,Printams Textilhandel GmbH,[],Textilwaren,15834 Rangsdorf 27,2,berlin,Germany,,(033708) 7 00 01,[],[]
119,Prisma Textilvertriebsgesellschaft mbH Textilwaren,[],Textilwaren,Baumschulenstr. 12,12437,berlin,Germany,,(030) 6 31 66 20,[],[]
120,Ragewear GmbH Textilhandel,[],Textilwaren,Heidelberger Str. 65,12435,berlin,Germany,öffnet Montag um 09:00,(030) 29 36 28 68,http://www.ragewear.de,https://www.gelbeseiten.de/gsbiz/d4a31c0c-b812-471e-af17-6beb1bade12e#email-schreiben
121,S & T Schroeder GmbH Textilienhandel,[],Textilwaren,Grellstr. 75,10409,berlin,Germany,öffnet Montag um 06:00,(030) 4 24 40 98,http://www.schroederhandel-online.de,https://www.gelbeseiten.de/gsbiz/a9104af7-de0b-4f66-93e4-a7577c548886#email-schreiben
122,SD Supply and Development GmbH,[],Textilwaren,Greifswalder Str. 33,10405,berlin,Germany,öffnet Montag um 10:00,(030) 49 85 58 05,http://www.merchandising.berlin,https://www.gelbeseiten.de/gsbiz/310f0bee-242e-4d76-802f-df8649016d95#email-schreiben
123,"Samutex Textilwaren, Großhandel",[],Textilwaren,Schrammstr. 3,10715,berlin,Germany,,(030) 70 50 92 88,http://www.samutex.de,https://www.gelbeseiten.de/gsbiz/47a9d54c-d21c-4288-a3c7-87011dad1157#email-schreiben
124,Schiesser Store Potsdam,[],Textilwaren,Brandenburger Str. 23,14467,berlin,Germany,,(0331) 20 12 18 25,[],[]
125,Schnittmuster Berlin Textilwaren,[],Textilwaren,Ringbahnstr. 105‑107,12103,berlin,Germany,,(030) 53 00 73 76,http://www.schnittmuster-berlin.de,https://www.gelbeseiten.de/gsbiz/9c3b6c32-c713-4bd1-9f99-5efc4a364cfb#email-schreiben
126,Schoierer Winfried Textilagentur,[],Textilwaren,Wallotstr. 3,14193,berlin,Germany,,(030) 2 13 11 17,[],[]
127,Schülke Textilwaren Inh. B. Bieseke Textilwareneinzelhandel,[],Textilwaren,Garnstr. 28,14482,berlin,Germany,,(0331) 74 31 40,[],[]
128,Seidenlämmchen Textilien,[],Textilwaren,Bergengruenstr. 37,14129,berlin,Germany,,(030) 8 02 67 41,[],[]
129,Silvertex,[],Textilwaren,Rennbahnallee 110,15366,berlin,Germany,,(03342) 8 06 37,[],[]
130,Stickzentrum Berlin GmbH,[],Stickereien,Trachenbergring 93,12249,berlin,Germany,öffnet Montag um 08:30,(030) 55 57 84-70,http://www.stickzentrum-berlin.de,https://www.gelbeseiten.de/gsbiz/95866633-32f7-4fe3-8f75-3d59070b9bb0#email-schreiben
131,Stoffwechsel Textilhandel GmbH,[],Textilwaren,Eschenstr. 12,15344,berlin,Germany,,(03341) 30 84 44,[],[]
132,Stoffwechsel Textilhandels GmbH,[],Textilwaren,Paul‑Lincke‑Ufer 34,10999,berlin,Germany,,(030) 6 11 11 18,[],[]
133,Strict Distribution GmbH,[],Textilwaren,Mainzer Str. 16,10247,berlin,Germany,,(030) 46 77 63 41,http://www.strict-berlin.de,https://www.gelbeseiten.de/gsbiz/b81c0ad5-b8e8-426c-9282-eba5f8f43851#email-schreiben
134,TK Maxx GmbH & Co. KG Textilwaren,[],Textilwaren,Landsberger Chaussee 17,16356,berlin,Germany,schließt um 21:00,(030) 9 92 87 23-0,http://www.tkmaxx.de/,https://www.gelbeseiten.de/gsbiz/e3d1f587-2dfb-4ca9-913d-4c2bffab8a66#email-schreiben
135,TOP FASHION Konfektionsbügelei GmbH & Co. KG,5.0,Textilwaren,Märkische Allee 15,14979,berlin,Germany,,(033701) 3 27 99-0,http://www.topfashion-online.de,mailto:info@topfashion-online.de?subject=Anfrage%20%C3%BCber%20Gelbe%20Seiten
136,Takko Fashion,[],Textilwaren,Allee der Kosmonauten 194,12685,berlin,Germany,schließt um 20:00,(030) 53 02 95 22,https://www.takko.com/de-de/stores/,[]
137,Takko Fashion,[],Textilwaren,Bahnhofstr. 68 ‑74,14612,berlin,Germany,schließt um 18:00,(03322) 23 34 04,https://www.takko.com/de-de/stores/,[]
138,Takko Fashion,[],Textilwaren,Schillerstr. 4,14641,berlin,Germany,schließt um 16:00,(03321) 7 46 19 93,https://www.takko.com/de-de/stores/,[]
139,Takko Fashion,[],Textilwaren,Neue Beelitzer Str. 19,14943,berlin,Germany,schließt um 18:00,(03371) 40 60 11,https://www.takko.com/de-de/stores/,[]
140,Takko Fashion,[],Textilwaren,Potsdamer Str. 52 C,14974,berlin,Germany,schließt um 20:00,(03378) 5 10 00 50,https://www.takko.com/de-de/stores/,[]
141,Takko Holding GmbH,[],Textilwaren,Oranienburger Str. 1A,16540,berlin,Germany,schließt um 20:00,(03303) 21 36 54,http://www.takko-fashion.com/de,https://www.gelbeseiten.de/gsbiz/3883ee19-41f1-44bb-a0d3-ec69a96cc8c4#email-schreiben
142,Tall GmbH Einzelhandel mit Damentextilien,[],Textilwaren,Marburger Str. 14,10789,berlin,Germany,schließt um 17:00,(030) 28 03 12 28,http://www.tall-berlin.de,https://www.gelbeseiten.de/gsbiz/e18534d2-dcdd-4b49-9980-4b775c209b73#email-schreiben
