,Firmenname / COMPANY NAME,rating,reviews,Branche / INDUSTRY,Strasse / Street,Stadt / City,Land / COUNTRY,opening_hours,phone_number,website
320,Dr. Brill + Partner GmbH Institut für Hygiene und Mikrobiologie,3.8,(9),Laboratory,Hamburg,hamburg,Germany,,+49 40 5576310,http://www.brillhygiene.com/
45,Dr. Burkhard Focke,3.6,(22),Obstetrician-gynecologist,Dammtorstraße 27,hamburg,Germany,,,http://www.focke-frauenarzt-staatsoper.de/
300,Dr. Carsten Heymann,4.1,(8),Dentist,Hamburg,hamburg,Germany,,+49 40 489786,http://www.dr-heymann.de/
148,Dr. Catharina Bullmann,,,Internist,Mönckebergstraße 10,hamburg,Germany,,+49 800 5891688,http://www.amedes-experts-hamburg.de/
111,Dr. Christina Brunner,5.0,(3),Plastic surgeon,Bleichenbrücke 10,hamburg,Germany,,+49 40 30039666,https://www.dr-christina-brunner.com/
72,Dr. Claudia Mann,3.8,(30),Obstetrician-gynecologist,Neuer Wall 32,hamburg,Germany,,+49 40 363600,https://www.doctolib.de/praxis/hamburg/frauenarztpraxis-neuer-wall-32?utm_source=google&utm_medium=organic&utm_term=praxis&utm_content=hamburg&utm_campaign=google-maps
312,"Dr. Ehlers, Gruttke, Dr. Volkmann und Partner Wirt- schaftsprüfungsgesellschaft",5.0,(2),Tax consultant,Hamburg,hamburg,Germany,,+49 40 414080,http://www.dr-ehlers.de/
33,Dr. Erika Poliacikova,3.4,(38),Obstetrician-gynecologist,Spitalerstraße 12,hamburg,Germany,,+49 40 22860744,https://www.praxis-poliacikova.de/
75,Dr. Erika Schwedes / Dr. Lenzen,3.3,(16),Doctor,Mönckebergstraße 17,hamburg,Germany,,+49 40 330050,http://nervenarztpraxis-moenckebergstrasse.de/
318,Dr. Friedrich Korden dentist,4.4,(37),Dentist,Hamburg,hamburg,Germany,,+49 40 478330,http://www.zahnarzt-korden.de/
216,Dr. Gerhard Gänge,,,Doctor,Speersort 8,hamburg,Germany,,+49 40 3255520,http://www.radiologische-allianz.de/
46,Dr. Gottberg,,,Doctor,Feldstraße 44,hamburg,Germany,,+49 40 434538,http://www.dr-gottberg.de/
323,Dr. Hagen Ehlert,,,Dentist,Hamburg,hamburg,Germany,,+49 40 579339,http://zaehnezumleben.de/
287,Dr. Hagen Ehlert und Stephanie Ehlert,5.0,(1),Dental clinic,Hamburg,hamburg,Germany,,+49 40 579339,http://zaehnezumleben.de/
153,Dr. Hans-Joachim Tesmer,,,Doctor,Alsterarkaden 10,hamburg,Germany,,+49 40 345156,
139,Dr. Henrich Kele,4.2,(5),Neurologist,Neuer Wall 19,hamburg,Germany,,+49 40 30068760,http://www.neurologie-neuer-wall.de/
243,"Dr. Holger Korkisch - Systemische Beratung und Therapie, Facharzt für Neurologie und Psychiatrie",,,Psychiatrist,Hamburg,hamburg,Germany,,+49 40 32318460,https://www.dr-korkisch.de/
162,Dr. Jan Christoph Wolters Notare,,,Doctor,Bergstraße 11,hamburg,Germany,,+49 40 3020060,
165,Dr. Joerg Beyerlein Arzt Wirbelsäulenchirurgie - ATOS Klinik Fleetinsel Hamburg,5.0,(2),Orthopedic surgeon,Admiralitätstraße 3,hamburg,Germany,,+49 40 30741045,http://www.hwz-hamburg.de/
38,Dr. Karl-Peter Faesecke,,,Doctor,Reimerstwiete 13,hamburg,Germany,,+49 40 31793607,
304,Dr. Kinga Blonko - Zahnarzt &Prophylaxe Hamburg Neustadt,4.8,(25),Dentist,Hamburg,hamburg,Germany,,+49 40 36901963,http://www.dr-blonko.de/
145,Dr. Kovacevic,3.7,(3),Otolaryngologist,Gerhofstraße 2,hamburg,Germany,,+49 40 33442127,http://www.hno-hamburg.com/
212,Dr. Lutz C. Simon,4.3,(8),Orthopedic surgeon,Große Bleichen 5,hamburg,Germany,,+49 40 35015060,http://gelenkzentrum-hamburg.de/
182,Dr. Manthana Haritaworn,3.1,(47),Obstetrician-gynecologist,Lange Reihe 39,hamburg,Germany,,+49 40 2803060,https://www.meine-frauenarzt-praxis.de/
325,Dr. Martens,,,,Hamburg,hamburg,Germany,,,
299,Dr. Martens Hamburg Store,4.0,(167),Shoe store,Hamburg,hamburg,Germany,,+49 40 76797291,http://www.drmartens.com/page.asp?navid=73
188,Dr. Martin Köhrer | Pediatrician Hamburg,4.1,(71),Pediatrician,Beim Schlump 90,hamburg,Germany,,+49 40 448144,https://www.google.com/aclk?sa=l&ai=DChcSEwjB2ICqqJfpAhWY3FEKHccNCHUYABAAGgJ3cw&sig=AOD64_3tXs1AiqmP2lUQ0ZNuUPL5R8oXGg&adurl&rct=j&q&ctype=99
146,Dr. Martin Köhrer | Pediatrician Hamburg,4.1,(71),Pediatrician,Beim Schlump 90,hamburg,Germany,,+49 40 448144,https://www.google.com/aclk?sa=l&ai=DChcSEwi4p4CbqJfpAhWM7lEKHa_iDtcYABAAGgJ3cw&sig=AOD64_2QqW1TDcGEYzmEZTElMcG2cvD_ng&adurl&rct=j&q&ctype=99
309,Dr. Martin Köhrer | Pediatrician Hamburg,4.1,(71),Pediatrician,Hamburg,hamburg,Germany,,+49 40 448144,https://www.google.com/aclk?sa=l&ai=DChcSEwimptPUqJfpAhVJh9UKHR89BYUYABAAGgJ3cw&sig=AOD64_1yL8fGSxwwAuOTOn5Fzkh3kkqYbg&adurl&rct=j&q&ctype=99
125,Dr. Martin Köhrer | Pediatrician Hamburg,4.1,(71),Pediatrician,Beim Schlump 90,hamburg,Germany,,+49 40 448144,https://www.google.com/aclk?sa=l&ai=DChcSEwinuomUqJfpAhWX7lEKHVxmCMIYABAAGgJ3cw&sig=AOD64_2bvyV-8nvT0UaTtdZPnkqUdBRwzA&adurl&rct=j&q&ctype=99
104,Dr. Martin Köhrer | Pediatrician Hamburg,4.1,(71),Pediatrician,Beim Schlump 90,hamburg,Germany,,+49 40 448144,https://www.google.com/aclk?sa=l&ai=DChcSEwiw8pONqJfpAhWIjFEKHYccCBoYABAAGgJ3cw&sig=AOD64_36ypDPCHFLL5lvfDsPtNx34wcgQQ&adurl&rct=j&q&ctype=99
83,Dr. Martin Köhrer | Pediatrician Hamburg,4.1,(71),Pediatrician,Hamburg,hamburg,Germany,,+49 40 448144,https://www.google.com/aclk?sa=l&ai=DChcSEwix25uGqJfpAhUS-VEKHdbICoQYABAAGgJ3cw&sig=AOD64_1p4fDDY_Oa57M1JkVJabvn2Lcfwg&adurl&rct=j&q&ctype=99
167,Dr. Martin Köhrer | Pediatrician Hamburg,4.1,(71),Pediatrician,Beim Schlump 90,hamburg,Germany,,+49 40 448144,https://www.google.com/aclk?sa=l&ai=DChcSEwinnfyhqJfpAhUHVdMKHVLCB6IYABAAGgJ3Yg&sig=AOD64_3zILD76Ge9hdBwNPohzHET3kMogA&adurl&rct=j&q&ctype=99
0,Dr. Martin Köhrer | Pediatrician Hamburg,4.1,(71),Pediatrician,Beim Schlump 90,hamburg,Germany,,+49 40 448144,https://www.google.com/aclk?sa=l&ai=DChcSEwjVwIfnp5fpAhVFyt4KHXMxCFoYABAAGgJ3Yg&sig=AOD64_19GcpWowPDoKpN0VkAGUQWeMQqMA&adurl&rct=j&q&ctype=99
21,Dr. Martin Köhrer | Pediatrician Hamburg,4.1,(71),Pediatrician,Beim Schlump 90,hamburg,Germany,,+49 40 448144,https://www.google.com/aclk?sa=l&ai=DChcSEwjEtrzvp5fpAhVEtNUKHVDmBt0YABAAGgJ3cw&sig=AOD64_0Bwx6h3UQDcPTRcPQ9IxnG6jZMCw&adurl&rct=j&q&ctype=99
42,Dr. Martin Köhrer | Pediatrician Hamburg,4.1,(71),Pediatrician,Beim Schlump 90,hamburg,Germany,,+49 40 448144,https://www.google.com/aclk?sa=l&ai=DChcSEwjC5r34p5fpAhVHwN4KHequAI8YABAAGgJ3Yg&sig=AOD64_2urf8k3OOowOrjniH0-Zk4NTpKwQ&adurl&rct=j&q&ctype=99
207,Dr. Martina Aßmann - Resilienzzentrum,5.0,(1),Doctor,Hopfensack 8,hamburg,Germany,,+49 1512 4135625,http://www.assmann-mbsr.de/
89,Dr. Melanie Hartmann,4.0,(6),Medical office,Hamburg,hamburg,Germany,,+49 40 36801616,http://hanse-derma.de/
73,Dr. Michael Kornitzky Internist,,,Internist,Shanghaiallee 17,hamburg,Germany,,+49 40 338868,http://www.schlaichpartner.de/
141,Dr. Michael Malade,3.7,(3),Urologist,Mönckebergstraße 18,hamburg,Germany,,+49 40 245476,http://www.urologie-hamburg-city.de/
315,Dr. Miller GmbH,5.0,(2),Medical laboratory,Hamburg,hamburg,Germany,,+49 40 4313780,http://www.dr-miller-gmbh.de/
116,Dr. Milos Kovacevic,4.9,(25),Plastic surgeon,Gerhofstraße 2,hamburg,Germany,,+49 40 33442127,http://www.dr-kovacevic.de/
94,Dr. Murat Korkmaz,3.9,(21),Doctor,Hamburg,hamburg,Germany,,+49 40 758090,
159,Dr. Peiman Javadi,4.6,(11),Urologist,"Ärztehaus Langenhorn, Tangstedter Landstraße 77",hamburg,Germany,,+49 40 5205721,http://www.dr-javadi.de/
302,Dr. Rehfeld Fashion AG,,,Clothing store,Hamburg,hamburg,Germany,,+49 40 5587701,https://www.broadway-fashion.com/de/impressum.html
219,Dr. Reinhild Moench,3.6,(5),Ophthalmologist,Neuer Wall 13,hamburg,Germany,,+49 40 343530,
131,Dr. Roland Uhlig,3.4,(59),General practitioner,Beim Strohhause 30,hamburg,Germany,,+49 40 245267,
322,Dr. Sibylle Minssen,4.0,(2),Dentist,Hamburg,hamburg,Germany,,+49 40 35718820,http://www.zahnarzt-drminssen.de/
28,Dr. Thomas Fenner,,,Infectious disease physician,Bergstraße 14,hamburg,Germany,,+49 40 309550,http://www.fennerlabor.de/
113,Dr. Tugrul Karaman,3.1,(15),General practitioner,Veringstraße 43,hamburg,Germany,,+49 40 240105,
34,Dr. Ursula Strate,,,Surgeon,Orchideenstieg 14,hamburg,Germany,,+49 40 511250,http://www.israelitisches-krankenhaus.de/
31,Dr. Wolfgang Paetzold,4.3,(11),Psychotherapist,Raboisen 16,hamburg,Germany,,+49 40 41924466,http://www.dr-paetzold.de/
52,Dr. med Anett Wywiol -. Doctor's office downtown Hamburg,4.9,(18),Doctor,Dammtorstraße 27,hamburg,Germany,,+49 40 35715638,http://tropenmedizinerin.de/
198,Dr. med. Adalbert Falk,4.2,(26),Dermatologist,Beim Schlump 2A,hamburg,Germany,,+49 40 455507,http://www.hautarzt-dr-falk.de/
164,Dr. med. Albrecht Leopold,4.1,(43),General practitioner,Alter Postweg 50,hamburg,Germany,,+49 40 776356,
174,Dr. med. Albrecht Wittig,3.3,(26),Orthopedic surgeon,Jungfernstieg 7,hamburg,Germany,,+49 40 3499440,http://orthopaedie-am-jungfernstieg-7.de/
267,Dr. med. Alfred Pauer,2.5,(8),Doctor,Wedel,hamburg,Germany,,+49 4103 905210,http://www.augenarztpraxis-wedel.de/
4,Dr. med. Andreas Boerger,5.0,(30),Internist,Gänsemarkt 44,hamburg,Germany,,+49 40 346496,
215,Dr. med. Andreas Meier + Dr. Med. Wiebke Westerkamp,4.0,(6),Ophthalmologist,Rödingsmarkt 1,hamburg,Germany,,+49 40 364391,http://www.augenpraxis-city.de/
117,Dr. med. Angelika Giovanopoulos,3.7,(24),Doctor,Privatweg 4,hamburg,Germany,,+49 40 546560,http://www.die-allgemeinaerzte-hamburg.de/
107,Dr. med. Anita Wagner,4.0,(9),Neurologist,Dammtorstraße 27,hamburg,Germany,,+49 40 352949,http://www.dranitawagner.de/
87,Dr. med. Anja Dawson,4.6,(11),Obstetrician-gynecologist,Hamburg,hamburg,Germany,,+49 40 70975110,https://kinderwunsch-valentinshof.de/
231,Dr. med. Anna Halat,3.6,(23),Pediatrician,Hamburg,hamburg,Germany,,+49 40 6723333,
62,Dr. med. Ansgar Frieling,5.0,(5),Doctor,Neuer Wall 19,hamburg,Germany,,+49 40 30068760,http://www.neurologie-neuer-wall.de/
179,Dr. med. Arnold Lesmana,4.7,(40),Otolaryngologist,Steintorwall 4,hamburg,Germany,,+49 40 326938,http://www.hno-hh-city.de/
16,Dr. med. Behrus Subin,4.6,(23),Doctor,Reesendamm 3,hamburg,Germany,,+49 40 32529740,http://cardiomed-alster.de/
98,Dr. med. Bernd Schaefer,3.2,(21),Orthopedic surgeon,Hamburg,hamburg,Germany,,+49 40 327605,http://www.orthopaedicum-hamburg.de/
249,"Dr. med. Björn-Georg Neumann, Dr. med. Ingke Andreae",5.0,(1),Otolaryngologist,Hamburg,hamburg,Germany,,,
74,Dr. med. Bodo Eckmann,4.5,(12),Doctor,Glockengießerwall 1,hamburg,Germany,,+49 40 2512068,http://www.endoskopie-am-glockengiesserwall.com/
237,Dr. med. Christian Reek,3.9,(29),Urologist,Hamburg,hamburg,Germany,,+49 40 6531053,http://www.dr-reek.de/
17,Dr. med. Christiane Mehner,4.0,(4),General practitioner,Kurze Mühren 6,hamburg,Germany,,+49 40 28006333,http://www.drrefmirtadzic.de/
227,Dr. med. Christina Hojabri,2.8,(35),Dermatologist,Neue Große Bergstraße 20,hamburg,Germany,,+49 40 38619062,http://www.hautarzt-hojabri.de/
70,Dr. med. Christoph Bernhardt,4.0,(44),General practitioner,Lange Reihe 39,hamburg,Germany,,+49 40 241110,
99,Dr. med. Dietrich Oeter,4.1,(26),Internist,Hamburg,hamburg,Germany,,+49 40 6428341,http://hausarzt-in-bramfeld.de/
229,Dr. med. Dirk Booken,3.4,(45),Dermatologist,Hamburg,hamburg,Germany,,+49 40 6721393,http://www.booken.de/
241,Dr. med. Dirk Walter,4.9,(12),General practitioner,Hamburg,hamburg,Germany,,+49 40 6932660,
154,Dr. med. Dr. med. dent. Jochem Körholz,4.0,(8),Oral surgeon,Jungfernstieg 7,hamburg,Germany,,+49 40 32527575,http://www.mkg-am-jungfernstieg.de/
53,Dr. med. Eberhard Barth,4.5,(11),Doctor,Stephanspl. 3,hamburg,Germany,,+49 40 2984440,https://www.medizinicum.de/
224,Dr. med. Eva Otzipka Fachärztin f. Laboratoriumsmed.,,,Doctor,Bergstraße 14,hamburg,Germany,,+49 40 309550,http://www.fennerlabor.de/
18,Dr. med. Friedrich Pullmann,4.9,(72),Plastic surgeon,Mittelweg 18,hamburg,Germany,,+49 40 42102030,https://www.pullmann.com/
84,Dr. med. Frithjof Boog,3.9,(30),General practitioner,Hamburg,hamburg,Germany,,+49 40 6518883,http://www.dr-boog.de/
8,Dr. med. Gerald E. Müller,0,0,Pain management physician,Stephanspl. 3,hamburg,Germany,,+49 40 41496327,http://www.muellerhamburg.de/
184,Dr. med. Gerald Eggers Stroeder,3.2,(13),Orthopedic surgeon,Mönckebergstraße 18,hamburg,Germany,,+49 40 327605,http://www.orthopaedicum-hamburg.de/
246,Dr. med. Gerhard Jacob,4.2,(48),Pediatrician,Hamburg,hamburg,Germany,,+49 40 4393830,https://www.kinderaerzte-weidenallee.de/
189,Dr. med. Gesine Groth,4.3,(6),Internist,Erdkampsweg 49,hamburg,Germany,,+49 40 59355925,
222,Dr. med. Gisela Praetorius,3.6,(28),Ophthalmologist,Hans-Henny-Jahnn-Weg 4,hamburg,Germany,,+49 40 2291177,
209,Dr. med. Hedwig Idel und Artur Mayer,5.0,(2),General practitioner,Hauptstraße 3,hamburg,Germany,,+49 40 7205151,
5,Dr. med. Heidemarie Wierecky,4.5,(8),Family practice physician,Speersort 8,hamburg,Germany,,+49 40 335560,https://www.onkologie-hamburg.de/allgemeinmedizin/allgemeinmedizin.php
82,Dr. med. Holger Butting,3.9,(36),Doctor,Bahrenfelder Chaussee 36,hamburg,Germany,,+49 40 892937,https://www.uke.de/kliniken-institute/institute/allgemeinmedizin/lehrangebote-fortbildungen/dr.-med.-holger-butting.html
76,Dr. med. Irene Stiltz,5.0,(5),General practitioner,Wiebekingweg 7,hamburg,Germany,,+49 40 72410984,
170,Dr. med. Jan Dolezil,4.7,(25),Obstetrician-gynecologist,Speersort 8,hamburg,Germany,,+49 40 30382828,http://gph-online.de/
51,Dr. med. Joachim Mallwitz,4.6,(9),Orthopedic surgeon,Ludwig-Erhard-Straße 18,hamburg,Germany,,+49 40 4136230,https://ruecken-zentrum.de/hamburg-rueckenzentrum-am-michel/fachaerzte-fuer-orthopaedie-hamburg/
220,Dr. med. Joachim Schubert,,,Doctor,Speersort 8,hamburg,Germany,,+49 40 3255520,http://www.radiologische-allianz.de/
77,Dr. med. Jochem Schmidt,2.7,(80),Doctor,Spitalerstraße 1,hamburg,Germany,,+49 40 330395,
41,Dr. med. Jochen Heimes,4.6,(19),Doctor,Grindelallee 180,hamburg,Germany,,+49 40 448379,
158,Dr. med. Jürgen Bräuning,3.8,(50),Doctor,Rathausstraße 3,hamburg,Germany,,+49 40 330673,
13,Dr. med. K. Ahmadi-Simab,4.2,(6),Doctor,Stephanspl. 3,hamburg,Germany,,+49 40 32088310,https://klinikum-stephansplatz.de/
172,Dr. med. Kirsten C. Wiese,2.9,(46),Dermatologist,Plan 6,hamburg,Germany,,+49 40 30393710,http://www.hautpraxis-wiese.de/
234,Dr. med. Klaus Peters,4.5,(28),Obstetrician-gynecologist,Hamburg,hamburg,Germany,,+49 40 6452222,http://www.frauenaerzte.de/klauspeters
208,Dr. med. Knud Schulze,5.0,(2),General practitioner,Winsener Str. 208,hamburg,Germany,,+49 40 7682700,http://www.arztzentrum-sinstorf.de/
126,Dr. med. Konstantinos Akrivakis,3.6,(11),Doctor,Max-Brauer-Allee 52,hamburg,Germany,,+49 40 39815810,http://www.maxbrauerallee.de/
97,Dr. med. Lars Witthöft,4.2,(5),Doctor,Hamburg,hamburg,Germany,,+49 40 3510550,
250,"Dr. med. Linda Geiger-Kötzler | Orthopädie, Physikal. & Rehabilitative Medizin, Osteopathie Praxis Hamburg",4.0,(4),Doctor,Hamburg,hamburg,Germany,,+49 40 20978307,https://www.rehawerk-hamburg.de/
80,Dr. med. Manfred Lux,4.9,(15),Doctor,Gammer Weg 25,hamburg,Germany,,+49 40 7235210,http://www.hausaerzte-altengamme.de/
142,Dr. med. Marcos Sanchez-Hanke,4.4,(25),Otolaryngologist,Speersort 8 / Mönckebergstr. 17,hamburg,Germany,,+49 40 338730,https://www.hno-hamburg-zentrum.de/
124,Dr. med. Marion Vollmer,5.0,(1),Internist,Mönckebergstraße 10,hamburg,Germany,,+49 800 5891688,http://www.amedes-experts-hamburg.de/
135,Dr. med. Marta Zolcsak,4.0,(5),Doctor,Litzowstraße 15,hamburg,Germany,,+49 40 6890952,
196,Dr. med. Matthias Müller,4.1,(36),Pulmonologist,Neuer Pferdemarkt 12,hamburg,Germany,,+49 40 436504,http://www.lungenpraxis-hamburg.de/
43,Dr. med. Michael Vinahl,5.0,(7),Doctor,Bleichenbrücke 10,hamburg,Germany,,+49 40 35533737,http://www.neurologikum-hamburg.de/
25,Dr. med. N. Bettina Heitmann,4.5,(59),Family practice physician,"Martin-Luther-Straße 12, Wincklerstraße 1",hamburg,Germany,,+49 40 373230,http://www.arztpraxis-am-michel.de/
39,Dr. med. Najeb Bahia,3.4,(50),Orthopedic surgeon,Papenhuder Str. 8,hamburg,Germany,,+49 40 241686,
151,Dr. med. Oliver Theis,3.6,(5),Neurologist,Bleichenbrücke 10,hamburg,Germany,,+49 40 35533737,http://www.neurologikum-hamburg.de/
66,Dr. med. Paola Brusa,4.7,(14),General practitioner,Gärtnerstraße 32,hamburg,Germany,,+49 40 4224801,http://www.dr-brusa.de/
150,Dr. med. Pek Liong Loa,4.5,(8),Internist,ABC-Straße 45,hamburg,Germany,,+49 40 346000,
173,Dr. med. Peter Tonn,3.8,(6),Neurologist,Stresemannstraße 23,hamburg,Germany,,+49 40 53307380,http://www.npz-hamburg.de/
247,Dr. med. Philipp Meyborg,5.0,(4),Cardiologist,Hamburg,hamburg,Germany,,+49 40 324515,http://www.med-hh.de/
134,Dr. med. Regina Kurthen,4.5,(22),Doctor,Bei der Schilleroper 3,hamburg,Germany,,+49 40 4394001,
22,Dr. med. Reinhard Vonholdt - Facharzt für Urologie,2.8,(21),Urologist,Plan 5,hamburg,Germany,,+49 40 335585,http://urologe-hamburg-innenstadt.de/
157,Dr. med. Robert Spenner | Privatpraxis für Kinder- und Jugendmedizin,4.0,(4),Pediatrician,Bogenstraße 12,hamburg,Germany,,+49 40 51430750,http://www.praxis-spenner.de/
193,Dr. med. Sabine Sönksen,4.0,(1),Doctor,Stadthausbrücke 3,hamburg,Germany,,+49 40 3698460,
88,Dr. med. Shahram Kholgh Amoz,4.7,(97),Family practice physician,Hamburg,hamburg,Germany,,+49 40 2203558,http://www.medinovo.de/
238,Dr. med. Sigrid Renz,3.6,(27),Pediatrician,Hamburg,hamburg,Germany,,+49 40 405858,http://www.kinderarztpraxis-osterstrasse.de/
63,Dr. med. Stefan Tesche,4.4,(8),Otolaryngologist,Dammtorstraße 27,hamburg,Germany,,+49 40 345644,https://www.ohrenanlegen-hamburg.de/
228,Dr. med. Stefan Thomsen,4.1,(9),Internist,Winterhuder Marktpl. 21,hamburg,Germany,,+49 40 481655,http://www.internisten-winterhude.de/
69,Dr. med. Thomas K. Hertz,4.4,(41),Neurologist,Mönckebergstraße 31 (Rathausmarkt),hamburg,Germany,,+49 40 30306830,https://neurologe-hertz-hamburg.de/
10,Dr. med. Torsten-Uwe Niecke specialist in general medicine,3.9,(34),Doctor,Ballindamm 9,hamburg,Germany,,+49 40 4302662,http://www.dr-niecke.net/
71,Dr. med. Volker Königsmann,4.4,(8),Doctor,Neuer Wall 19,hamburg,Germany,,+49 40 30068760,http://www.neurologie-neuer-wall.de/
91,Dr. med. Walter Trettel,,,Dermatologist,Hamburg,hamburg,Germany,,+49 40 35711122,http://www.kosmed-klinik.de/
128,Dr. med. Wiebke Petzoldt,3.6,(43),Dermatologist,Gerhofstraße 29,hamburg,Germany,,+49 40 34993767,http://www.hautarzt-gaensemarkt.de/
24,Dr. med. Wiebke Strasburger,5.0,(7),Doctor,Isestraße 61,hamburg,Germany,,+49 40 463060,
161,Dr. med. Wolfgang Reinpold,4.0,(8),Surgeon,Groß-Sand 3,hamburg,Germany,,+49 40 75205225,https://www.gross-sand.de/medizin/chirurgie/hernien-hamburg/
144,Dr. med. Wolfgang Voltz,5.0,(4),Diabetes center,Mönckebergstraße 5,hamburg,Germany,,+49 40 324979,
