,Firmenname / COMPANY NAME,rating,reviews,Branche / INDUSTRY,Strasse / Street,Stadt / City,Land / COUNTRY,opening_hours,phone_number,website
48,Anails - beauty salon,4.9,(80),Nail salon,Große Hamburger Str. 13,berlin,Germany,,+49 30 53670399,https://www.facebook.com/ANails-Berlin-Mitte-165815374079490/
41,Andreas Kurkowitz Coloring Studio,4.8,(49),Hair salon,Brunnenstraße 27,berlin,Germany,,+49 30 33308118,http://www.andreaskurkowitz.com/
98,Anne Rosenblatt Die Friseurmeisterin,5.0,(11),Beauty salon,Schillerpromenade 9,berlin,Germany,,+49 178 5966973,http://anne-rosenblatt.de/
165,Ashanti für Afro Hair & Beauty,4.7,(43),Hair salon,Nordhauser Str. 8,berlin,Germany,,+49 30 3425870,
138,Atelier Dennis Creuzberg,4.7,(49),Hair salon,Auguststraße 2A,berlin,Germany,,+49 30 81709740,http://www.creuzberg.com/
2,Aveda Lifestyle Salon & Spa,4.3,(121),Beauty salon,Kurfürstendamm 26A,berlin,Germany,,+49 30 88708790,http://www.aveda.de/
275,BABOR Berlin – Mitte,4.8,(43),Cosmetics store,Berlin,berlin,Germany,Open until 6:00 PM ·,+49 30 20622222,http://www.babor-berlin.de/
71,BE A DIVA,5.0,(12),Beauty salon,Steinstraße 4,berlin,Germany,,,http://beadiva15.de/
46,BEAUTY MOMENTS,4.5,(49),Beauty salon,Knaackstraße 49,berlin,Germany,,+49 30 22466334,http://www.beautymomentsberlin.de/
277,BENIM Frisör,4.4,(17),Hairdresser,Berlin,berlin,Germany,,+49 30 25201061,
221,BYBLOS SALON,4.5,(60),Hair salon,Scharnweberstraße 122,berlin,Germany,,+49 176 67667070,https://www.facebook.com/Herren.Friseur.Byblos/
167,Barber Salon Aida,4.0,(60),Hair salon,Hobrechtstraße 3,berlin,Germany,,+49 30 6221536,http://s660112838.website-start.de/kontakt/
103,Beauty Lounge Amelie,4.5,(17),Beauty salon,Waitzstraße 13,berlin,Germany,,+49 30 61638304,http://www.beauty-amelie.de/
202,Beauty Nails,2.3,(28),Nail salon,Berlin,berlin,Germany,,+49 1522 3251124,
139,Beauty Nails,2.8,(24),Beauty salon,Brunnenstraße 178,berlin,Germany,,+49 30 91140141,
181,Beauty Nails,2.3,(28),Nail salon,Schönleinstraße 35,berlin,Germany,,+49 1522 3251124,
112,Beauty Nails im Kaufland am Alexanderplatz,3.8,(16),Nail salon,Karl-Liebknecht-Str. 7-13,berlin,Germany,,+49 30 30882984,https://beautynailsimkaufland.mytreatwell.de/
309,Beauty Salon Bella,3.8,(17),Skin care clinic,Danziger Str. 63,berlin,Germany,Open until 6:00 PM ·,+49 160 7526995,http://beautysalonbella.com/
156,Beauty Women Kosmetiksalon,4.4,(24),Beauty salon,Begonienpl. 3,berlin,Germany,,,
192,Bella Nails & Beauty,4.0,(23),Nail salon,Berlin,berlin,Germany,,+49 172 1612947,
171,Bella Nails & Beauty,4.0,(23),Nail salon,Trautenaustraße 2,berlin,Germany,,+49 172 1612947,
265,Bellafrieda Beauty,,,Beauty salon,Berlin,berlin,Germany,,,
304,Benefit Cosmetics BrowBar,3.9,(14),Beauty salon,Alexanderpl. 9,berlin,Germany,,+49 172 4281014,https://www.benefitcosmetics.com/de/de?utm_source=google&utm_medium=gmb&utm_campaign=local
296,Benefit Cosmetics BrowBar,5.0,(9),Beauty salon,Französische Straße 23,berlin,Germany,Open until 8:00 PM ·,+49 172 4281366,https://www.benefitcosmetics.com/de/de?utm_source=google&utm_medium=gmb&utm_campaign=local
274,Benim Frisör,,,Hair salon,Berlin,berlin,Germany,Open until 7:00 PM ·,+49 30 25563409,
169,Benz Beauty Salon Friseursalon,4.3,(32),Hair salon,Lahnstraße 95,berlin,Germany,,+49 30 68817405,http://www.benzbeautysalon.de/
148,Benz Beauty Salon Friseursalon,4.3,(32),Hair salon,Lahnstraße 95,berlin,Germany,,+49 30 68817405,http://www.benzbeautysalon.de/
282,Berlin Aesthetics,4.5,(12),Facial spa,Berlin,berlin,Germany,,+49 30 44357737,http://www.berlinaesthetics.com/
8,Berlin Hair Care Salon,4.7,(31),Hair salon,"Vorderhaus, Gartenstraße 2, 10115 Berlin (1.st Floor, Gartenstraße",berlin,Germany,,+49 176 70634368,http://www.berlinhaircare.de/
303,Berlin Relaxed,4.6,(50),Massage spa,Nollendorfstraße 24,berlin,Germany,,+49 30 64824641,http://www.berlin-relaxed.com/
326,Berlin Sewing Salon,,,Sewing shop,Wrangelstraße 31,berlin,Germany,,,http://berlinsewingsalon.de/
270,BestBeautyBerlin,4.3,(18),Cosmetics store,Berlin,berlin,Germany,,+49 30 85741980,http://best-beauty-berlin.de/
159,Bfriends Friseure,4.8,(31),Hair salon,Nürnberger Str. 45,berlin,Germany,Open until 6:30 PM ·,+49 30 96595509,https://www.bfriends-friseure.de/
187,Big Beauty,5.0,(4),Beauty salon,Am Friedrichshain 1,berlin,Germany,,+49 30 46793565,http://www.bigbeautystore.de/kontakt.html
208,Big Beauty,5.0,(4),Beauty salon,Berlin,berlin,Germany,,+49 30 46793565,http://www.bigbeautystore.de/kontakt.html
323,Billiard Co. Salon Treptow,4.4,(183),Pool hall,Bouchéstraße 12,berlin,Germany,,+49 30 5347134,http://www.billard-company.de/
260,Boulevard Herrenfriseur,4.8,(33),Hair salon,Berlin,berlin,Germany,Open until 8:00 PM ·,+49 30 25208716,https://www.salon-boulevard.com/
289,CESUR Berlin,4.4,(33),Cosmetics store,Berlin,berlin,Germany,,+49 30 25763020,http://www.cesur-berlin.de/
190,CILOLA - EXPERTS FOR LASHES,4.7,(31),Beauty salon,Berlin,berlin,Germany,,+49 30 98295371,http://cilola.com/
24,CREATIVE Beauty Lounge,4.9,(69),Beauty salon,Krumme Str. 65,berlin,Germany,,+49 1573 9326059,
129,CUR,5.0,(63),Hair salon,Anklamer Str. 15,berlin,Germany,,+49 30 95626518,http://cur.berlin/
54,Catherine Berlin,3.5,(6),Nail salon,Knesebeckstraße 35-37,berlin,Germany,,+49 30 55214475,http://www.catherine-berlin.de/
44,Catwalk - Hairfashion,4.6,(68),Hair salon,Albrechtstraße 7,berlin,Germany,Open until 8:00 PM ·,+49 30 27594565,http://www.catwalk-hairfashion.de/
262,Cherry Nails Mitte,4.5,(2),Nail salon,Berlin,berlin,Germany,,+49 1522 5281657,https://cherry-nails-jannowitzbruecke-1.mytreatwell.de/
59,City Nails,3.7,(38),Nail salon,Torstraße 129,berlin,Germany,,+49 30 28484044,
287,Club Olympus Spa & Fitness,4.3,(28),Beauty salon,Berlin,berlin,Germany,,+49 30 25531890,http://www.clubolympusberlin.de/
186,Coiffeur Georgina,3.5,(34),Hair salon,Kantstraße 58,berlin,Germany,,+49 30 3231283,
207,Coiffeur Georgina,3.5,(34),Hair salon,Berlin,berlin,Germany,,+49 30 3231283,
87,Coiffeur KA,4.5,(54),Beauty salon,Oldenburger Str. 48,berlin,Germany,Open until 7:00 PM ·,+49 30 39875853,
233,Coiffeur Suphi,4.0,(32),Hair salon,Berlin,berlin,Germany,Open until 8:00 PM ·,+49 30 64444064,https://m.facebook.com/pages/Coiffeur-Suphi/649153188587061
242,Coiffeurteam Goerlich,4.7,(17),Hair salon,Berlin,berlin,Germany,Open until 8:00 PM ·,+49 30 5101275,http://www.coiffeurteam-goerlich.de/
31,Cosmetic Studio Blank,4.7,(32),Beauty salon,Stargarder Str. 74,berlin,Germany,,+49 30 4458499,http://www.cosmetic-studio-blank.de/
143,Cuthome & Cosmétique Holistique Institut,4.2,(9),Beauty salon,Uhlandstraße 67,berlin,Germany,,+49 177 5068957,http://www.cuthome.de/
232,D&N HAARABTEILUNG,4.6,(27),Hair salon,Berlin,berlin,Germany,,+49 30 43723222,https://m.facebook.com/pages/DN-Haarabteilung/1239443696150801
104,D. Machts Lounge - Alexa,4.5,(219),Hair salon,Grunerstraße 20,berlin,Germany,Open until 9:00 PM ·,+49 30 24047272,https://www.d-machts-group.de/salons.html#LoungeAlexaAmAlexanderplatz
33,Dan Nails,4.1,(65),Nail salon,Leipziger Str. 32,berlin,Germany,,+49 1525 7184567,https://dan-nails.business.site/
244,Daniela Wegener,5.0,(5),Hair salon,Berlin,berlin,Germany,,+49 30 42852266,http://www.stilkamm.de/
82,Delicia-Nails,5.0,(2),Nail salon,Krossener Str. 28,berlin,Germany,,+49 30 41957450,http://delicia-nails.de/
334,Devid Friseur .De & Team,,,,Meraner Str. 8,berlin,Germany,,,
58,Diamond Beauty Kreuzberg,4.4,(36),Beauty salon,Bürknerstraße 15,berlin,Germany,,+49 1521 9401338,http://diamond-beauty-kreuzberg.de/
157,Dodo's Blow Dry Bar,5.0,(14),Beauty salon,Rosenthaler Str. 66,berlin,Germany,,+49 1521 0155639,http://www.dodosblowdrybar.de/
115,EP Nails,3.1,(50),Nail salon,Leipziger Pl. 12,berlin,Germany,,+49 30 20644088,https://de-de.facebook.com/EPNailsLP12/
65,ESHK Friseur Neukölln,4.5,(210),Hair salon,Thomasstraße 11,berlin,Germany,Open until 8:00 PM ·,+49 30 23919031,https://www.eshk-hair.com/salons/berlin-friseur-neukolln/
57,Ebony & Ivory,4.4,(194),Hair salon,Potsdamer Straße 158,berlin,Germany,,+49 30 2163749,https://ebonyandivory.nearcut.de/
53,Effy Nails,4.9,(34),Nail salon,Sonnenallee 172,berlin,Germany,,,http://www.effynails.com/
307,Ellen Weib Kosmetik,4.7,(11),Facial spa,Pappelallee 88,berlin,Germany,,+49 30 4424106,http://ellen-weib-kosmetik.de/
257,Ely Beauty Nails,5.0,(1),Nail salon,Berlin,berlin,Germany,,,https://elybeautynails.mytreatwell.de/
85,Evelines,4.0,(4),Beauty salon,Bülowstraße 9,berlin,Germany,,+49 30 51307709,
216,Ewa Klein Kosmetik,5.0,(9),Beauty salon,Kolberger Pl. 6,berlin,Germany,,+49 30 43653121,http://www.ewa-klein.de/
128,Eyelash extensions Berlin INFINI BEAUTÉ,4.7,(20),Beauty salon,Neue Grünstraße 2,berlin,Germany,,+49 30 12024095,https://www.infinibeaute.de/
88,Friseur Beauty Expert,4.4,(8),Hair salon,Wexstraße 24,berlin,Germany,,+49 30 47036500,https://www.jl-beautyexpert.de/
160,Friseur Haargenau & Schnittig,4.5,(28),Hair salon,Torstraße 98,berlin,Germany,Open until 7:00 PM ·,+49 30 2824074,http://test.haargenau-schnittig.de/home/glinkastrasse/
222,Friseur Haissam,4.3,(44),Hair salon,Gneisenaustraße 83,berlin,Germany,Open until 8:00 PM ·,+49 173 8248026,
170,Friseur Hue,4.8,(25),Hair salon,Krüllsstraße 18,berlin,Germany,,+49 30 5368391,
149,Friseur Hue,4.8,(70),Hair salon,Schlesische Str. 10,berlin,Germany,,+49 30 61074069,
137,Friseur Kristallglanz,4.8,(24),Hair salon,Marienstraße 13,berlin,Germany,,+49 30 53096827,http://www.kristallglanz.com/
213,Friseur Palo,4.4,(25),Hair salon,Fennstraße 7,berlin,Germany,,+49 30 40743418,
212,Friseur Salon Bordel! Schöneberg,4.2,(54),Hair salon,Hohenstaufenstraße 67,berlin,Germany,,+49 30 21912480,https://www.salon-bordel.de/
288,Friseur Sanja,4.9,(61),Hair salon,Berlin,berlin,Germany,Open until 6:00 PM ·,+49 30 8122174,https://friseursanja.de/
239,Friseure Team Weißpflog,4.1,(17),Hair salon,Berlin,berlin,Germany,,+49 30 44719100,http://www.weisspflog.de/Unsere_Standorte.html
263,Friseursalon Haarlekin Inh. Römer/Kleinert,4.4,(17),Hair salon,Berlin,berlin,Germany,,+49 30 4047329,http://www.salons-haarlekin.de/
163,Friseursalon Nasrin,4.8,(47),Hairdresser,Kolonnenstraße 51,berlin,Germany,,+49 30 7827179,
27,Friseursalon Zeitraum berlin by Marius Schewe,4.9,(34),Beauty salon,Ackerstraße 21,berlin,Germany,Open until 9:00 PM ·,+49 30 28886347,http://www.zeitraum.berlin/
227,Frisörsalon Denver Inh. Kühl Döndü,5.0,(4),Hair salon,Karl-Marx-Straße 30,berlin,Germany,,+49 30 6249297,
9,Girly Beauty Lounge,4.9,(80),Nail salon,Mulackstraße 20,berlin,Germany,,+49 30 37475020,https://girlybeautylounge.mytreatwell.de/
256,Gisele Kosmetik&Waxing,5.0,(17),Beauty salon,Berlin,berlin,Germany,,+49 30 98406225,https://giselekosmetik-waxing.de/index.html
32,Glow Hairsalon And Spa,3.9,(31),Hair salon,Niederwallstraße 14,berlin,Germany,,+49 30 20648080,https://glowhairsalonundspa.mytreatwell.de/
5,Glowy Beauty Bar,4.2,(107),Beauty salon,Rochstraße 17,berlin,Germany,,+49 30 25763120,http://www.glowybeautybar.com/
238,Gold & Glory,5.0,(136),Nail salon,Berlin,berlin,Germany,,+49 1590 1607655,http://goldandglory.berlin/
90,Gold Nails,3.4,(25),Nail salon,Heinrich-Heine-Straße 62C,berlin,Germany,,+49 30 37001344,https://goldnails.mytreatwell.de/
325,Gruner Salon,,,,Rosa-Luxemburg-Platz 2,berlin,Germany,,,
130,HAARSTUDIO,4.4,(34),Hair salon,Meraner Str. 8,berlin,Germany,Open until 6:00 PM ·,+49 30 89209028,https://www.facebook.com/pages/category/Hair-Salon/Devid-Friseur-de-Team-1641349046127331/
201,HAARWERKSTATT,3.8,(114),Hair salon,Berlin,berlin,Germany,Open until 7:00 PM,,http://www.haarwerkstatt.de/
180,HAARWERKSTATT,3.8,(114),Hair salon,Nollendorfstraße 15,berlin,Germany,Open until 7:00 PM,,http://www.haarwerkstatt.de/
75,HEIKO MAURER Salon Berlin,4.9,(18),Hair salon,Fasanenstraße 42,berlin,Germany,,+49 30 22454990,http://www.heikomaurer.berlin/
6,HOSHI COUPE Berlin,4.3,(147),Beauty salon,Garnisonkirchplatz 2,berlin,Germany,,+49 30 27891720,http://hoshicoupe.com/
243,Ha Nail Beauty am Alexa Shopping Center Berlin,4.5,(2),Nail salon,Berlin,berlin,Germany,Open until 9:00 PM ·,+49 176 41439388,
272,Haarfrei Berlin by SHR Beauty Berlin,4.8,(17),Waxing hair removal service,Berlin,berlin,Germany,,+49 30 47012981,http://www.haarfrei-berlin.de/de
76,Hair & Beauty Lounge Berlin,4.4,(19),Hair salon,Metzer Str. 14,berlin,Germany,,+49 30 75452471,http://www.katrin-haeseler.de/
18,Hair & Make Up Artist Maurice Klostermann,4.7,(111),Beauty salon,Bamberger Str. 8,berlin,Germany,Open until 7:00 PM ·,+49 30 91539038,http://www.stylist-maurice.de/
3,Hair Sweet Hair,4.4,(126),Beauty salon,Fuldastraße 41,berlin,Germany,,+49 30 95602840,http://hairsweethair.de/
95,Hair extension Berlin Malaika Hair,4.2,(21),Beauty salon,Grolmanstraße 15,berlin,Germany,,+49 30 36726924,http://www.malaikahair.de/
111,Hairdresser Ladies Only,4.1,(15),Hair salon,Richard-Wagner-Straße 37,berlin,Germany,,+49 30 64079899,http://www.friseur-ladies-only.de/
23,"Hairdressing & Beauty salon ""Beauty Lounge""",3.7,(25),Beauty salon,Ritterstraße 41,berlin,Germany,,+49 30 6151505,http://www.beautylounge-akademie.de/
241,"Hairtuner, Eileen Geistert",4.3,(47),Hair salon,Berlin,berlin,Germany,,+49 30 67513043,http://hairtuner24.de/
230,Hana nails,4.1,(64),Nail salon,Pestalozzistraße 35,berlin,Germany,,+49 30 54616877,
133,Hani Beauty,2.9,(29),Beauty salon,Tamara-Danz-Straße 11,berlin,Germany,,+49 30 27599999,http://www.hanibeauty.de/
35,Hani Beauty,2.3,(39),Beauty salon,Leipziger Pl. 12,berlin,Germany,,+49 30 80493696,http://www.hanibeauty.de/
114,Hanley's Hair Company,5.0,(20),Hair salon,Joachimstraße 3,berlin,Germany,Open until 8:00 PM ·,+49 30 2813179,http://www.hanleysberlin.de/
259,Hautnah Kosmetik Antje - Über mich,,,Beauty salon,Berlin,berlin,Germany,,+49 30 41715320,http://www.hautnah-kosmetik-antje.de/page5.php
302,Healthy glow Berlin Airbrush Tanning Beauty,4.9,(92),Facial spa,Kleine Hamburger Str. 3,berlin,Germany,,+49 30 91446334,http://www.healthyglow.de/
29,Herr Hasel,4.8,(31),Beauty salon,Kopenhagener Str. 69,berlin,Germany,Open until 8:00 PM ·,+49 170 1422891,http://www.herrhasel.de/
74,House of Hair,4.5,(42),Hair salon,Alte Schönhauser Str. 29,berlin,Germany,Open until 9:00 PM ·,+49 30 2821212,http://www.houseofhair.de/
50,ISLA Berlin,4.6,(34),Nail salon,Inselstraße 13,berlin,Germany,,+49 162 9741809,http://www.islaberlin.com/
7,Innovativer beauty Salon NaTania / Салон красоты,4.2,(12),Beauty salon,Windscheidstraße 1,berlin,Germany,,+49 30 68079111,http://www.innovative-beauty.de/
258,Ixora Beauty Lounge & Spa,4.6,(5),Beauty salon,Berlin,berlin,Germany,,+49 1525 7017941,http://www.healthmassage.eu/
11,JANA HAIR CLASS,4.1,(60),Hair salon,Berliner Freiheit 2,berlin,Germany,,+49 30 26101920,http://www.janaeichler.de/
298,Jack's Barber Shop,4.8,(312),Hair salon,Sonnenallee 25,berlin,Germany,,+49 1575 8375589,https://www.facebook.com/Jacks-Barber-Shop-178825455498120/
162,Jaz Cosmetics Berlin,5.0,(1),Beauty salon,Kurfürstenstraße 77,berlin,Germany,,+49 30 98378747,
39,Jennifer Nails,4.5,(147),Nail salon,Potsdamer Straße 99,berlin,Germany,,+49 30 25797417,http://jennifer-nails.mytreatwell.de/
152,Jumino Kristrinanto Hair & Beauty,4.8,(34),Beauty salon,Thrasoltstraße 5,berlin,Germany,Open until 8:00 PM ·,+49 30 34359035,https://www.juminokristrinanto.de/
10,K & K Beauty | Your beauty salon in Berlin Mitte,4.6,(20),Beauty salon,Dircksenstraße 42,berlin,Germany,,+49 30 28387890,https://www.k-k-kosmetik.de/
281,KERATIN CORNER,4.6,(66),Make-up artist,Berlin,berlin,Germany,Open until 6:00 PM ·,+49 177 3137361,http://www.keratin-corner.de/
92,KEVIN-NAILS-KOSMETIK,4.2,(105),Nail salon,Zossener Str. 17,berlin,Germany,,+49 30 98360864,
164,Katjas Salon,4.9,(38),Hair salon,Glasower Str. 34,berlin,Germany,,+49 30 6264807,
191,Kiez Salon,4.7,(25),Hair salon,Berlin,berlin,Germany,,+49 30 5368391,
36,Kiezschnitt Kreuzberg,4.5,(88),Beauty salon,Dieffenbachstraße 11,berlin,Germany,,+49 30 66407692,http://www.kiezschnitt.com/
285,Kleinod Salon,4.8,(40),Hair salon,Berlin,berlin,Germany,Open until 7:00 PM ·,+49 30 23398939,http://www.kleinod-salon.de/
107,Kleopatra Kosmetik,3.3,(16),Beauty salon,Seestraße 112,berlin,Germany,,+49 30 58879969,http://berlin-kosmetik-studio.de/
305,Kompetenzzentrum für medizinische Kosmetik in den Citypraxen Berlin,,,Facial spa,Friedrichstraße 180,berlin,Germany,,+49 30 886226402,
253,Kopfschmuck,4.0,(37),Hair salon,Berlin,berlin,Germany,,+49 30 65942002,http://www.caros-kopfschmuck.de/
69,Kosmetik Salon Passion,5.0,(34),Facial spa,Kantstraße 93,berlin,Germany,,+49 30 20987245,http://www.kosmetiksalon-passion.de/
119,Kosmetikinstitut am Hackeschen Markt - Berlin Mitte,4.6,(80),Beauty salon,Oranienburger Str. 90,berlin,Germany,Open until 6:00 PM ·,+49 30 28092755,http://www.kosmetik-wolski.de/
117,Kosmetikstudio Bella e Sana,4.9,(17),Beauty salon,Fehrbelliner Str. 4,berlin,Germany,,+49 30 64318970,https://bellaesanakosmetikstudio.mytreatwell.de/
151,Kosmetikstudio Berlin Mitte,4.7,(50),Beauty salon,Heinrich-Heine-Straße 62 D,berlin,Germany,,+49 176 56511926,http://kosmetikstudiomitte.berlin/
116,Kristin Scholz Hair And Make Up,4.6,(29),Hair salon,Saarbrücker Str. 6,berlin,Germany,Open until 7:00 PM ·,+49 30 54833443,http://www.kristinscholz.de/
297,KÖ-HAIR GmbH Berlin Haartransplantation,5.0,(5),Hair transplantation clinic,Friedrichstraße 88 Excellent Business Center,berlin,Germany,,+49 30 577023210,http://www.koe-hair.de/
132,Lady Nails,4.4,(72),Nail salon,Petersburger Str. 93,berlin,Germany,,+49 30 26078619,https://www.treatwell.de/ort/lady-nails-berlin/
177,Lan Nagelstudio,3.7,(25),Nail salon,Danziger Str. 65,berlin,Germany,,+49 1520 3608657,https://lan-nagelstudio-i.mytreatwell.de/
198,Lan Nagelstudio,3.7,(25),Nail salon,Berlin,berlin,Germany,,+49 1520 3608657,https://lan-nagelstudio-i.mytreatwell.de/
123,Lan Nagelstudio,4.0,(18),Nail salon,Danziger Str. 25,berlin,Germany,Open until 8:00 PM ·,+49 1520360857,https://lan-nagelstudio-ii.mytreatwell.de/
218,Le Nails,3.0,(2),Nail salon,Greifswalder Str. 86,berlin,Germany,,+49 30 20288479,
97,Le-Nails,3.3,(13),Nail salon,Monbijoupl. 2,berlin,Germany,,+49 30 28874007,https://le-nails.mytreatwell.de/
254,Lilu Nails,5.0,(7),Nail salon,Berlin,berlin,Germany,,+49 172 6997303,
203,Lily Nails,3.4,(31),Nail salon,Berlin,berlin,Germany,,+49 176 47351858,https://lily-nails-2.mytreatwell.de/
182,Lily Nails,3.4,(31),Nail salon,Waldstraße 58,berlin,Germany,,+49 176 47351858,https://lily-nails-2.mytreatwell.de/
120,Linh Nails,3.8,(108),Nail salon,Memhardstraße 1,berlin,Germany,,+49 30 25787857,
145,Link Hair Design,4.6,(62),Hair salon,Prenzlauer Allee 5,berlin,Germany,,+49 30 54713130,http://www.linkhair.de/
43,Long Time Beauty Permanent Make-up Berlin 24,,,Beauty salon,Kalckreuthstraße 16,berlin,Germany,,+49 30 21996456,
271,Louis-Fasson Barbier Salon,5.0,(40),Hair salon,Berlin,berlin,Germany,,+49 30 55651656,http://www.louis-fasson.de/
237,Luxury Nails & Spa,3.0,(10),Nail salon,Berlin,berlin,Germany,,+49 30 81030730,
178,LyLy Nails,3.8,(14),Nail salon,Weitlingstraße 52,berlin,Germany,,+49 30 71552792,
199,LyLy Nails,3.8,(14),Nail salon,Berlin,berlin,Germany,,+49 30 71552792,
246,LyMy Nails - Mall of Berlin LP12,5.0,(1),Nail salon,Berlin,berlin,Germany,,,https://lymy-nagelstudio.mytreatwell.de/
136,M-Chantal Afro Hairdresser Berlin,4.0,(49),Beauty salon,Warthestraße 73,berlin,Germany,Open until 8:00 PM ·,+49 1521 4778586,http://m-chantalafro.wix.com/friseur-shop
283,M1 Laser Berlin Mitte,4.9,(109),Laser hair removal service,Berlin,berlin,Germany,Open until 8:30 PM ·,+49 30 921079710,http://www.m1-laser.de/
250,MALU WILZ Beauty & Spa,4.2,(15),Beauty salon,Berlin,berlin,Germany,,+49 30 28094722,http://www.maluwilz-berlin.de/
276,MDC cosmetic,4.1,(37),Beauty salon,Berlin,berlin,Germany,,+49 30 40056339,https://mdc-cosmetic.de/
108,MIVI Nails & Beauty,3.9,(86),Nail salon,Rathausstraße 5,berlin,Germany,,+49 30 28883394,http://mivinails.de/
26,MS DUBAI BEAUTY SALON,4.5,(41),Beauty salon,Lietzenburger Str. 92,berlin,Germany,,+49 176 23297426,https://m.facebook.com/Berlin.MSdubaisalon/
13,MU Berlin,4.8,(74),Hair salon,Linienstraße 154A,berlin,Germany,Open until 8:00 PM ·,+49 30 97005704,http://www.mu-berlin.de/
229,Mahir Coiffeur,4.5,(20),Hair salon,Kolonnenstraße 65,berlin,Germany,,+49 30 7846525,http://www.coiffeur-mahir.de/
70,MaisBonita - Waxing Studio,4.7,(76),Beauty salon,Bredowstraße 8A,berlin,Germany,,+49 30 23941418,http://maisbonita-moabit.de/
217,Mandy Neumann Friseure,4.6,(8),Hair salon,Heinsestraße 52,berlin,Germany,Open until 6:00 PM ·,+49 30 43747447,https://www.mandy-neumann-friseure.de/
110,Marie Chateau,4.3,(19),Hair salon,Marienburger Str. 24,berlin,Germany,,+49 30 44354955,http://www.mariechateau.de/
179,Masna Salon ( Nagelstudio),4.0,(29),Corporate office,Neuendorfer Str. 85,berlin,Germany,Open until 6:30 PM ·,+49 30 54628627,
200,Masna Salon ( Nagelstudio),4.0,(29),Corporate office,Berlin,berlin,Germany,Open until 6:30 PM ·,+49 30 54628627,
67,Maxat hairdresser Berlin-Mitte,4.4,(186),Hair salon,Chausseestraße 17,berlin,Germany,,+49 30 28040810,http://www.maxat-friseur.de/
131,May Nagelstudio,5.0,(5),Nail salon,Winsstraße 61,berlin,Germany,,+49 30 23947694,https://maynagelstudio.mytreatwell.de/
223,MiMi Nails,4.5,(16),Nail salon,Boxhagener Str. 35,berlin,Germany,,+49 162 6115884,https://mimi-nagelstudio.mytreatwell.de/
12,Milan's,4.7,(40),Hair salon,Mommsenstraße 68,berlin,Germany,Open until 7:00 PM ·,+49 30 8816667,http://www.milans.de/
329,Mino's Barbershop,4.7,(57),Barber shop,Apostel-Paulus-Straße 31,berlin,Germany,,,
79,Miu Miu - Nail Salon,2.8,(16),Nail salon,Dircksenstr.,berlin,Germany,,+49 30 28449585,http://www.nagelstudio-24.de/naildesign-9751.html
312,Museum Frieder Burda | Salon Berlin,4.3,(18),Museum,Auguststraße 11 - 13,berlin,Germany,,+49 30 24047404,https://www.museum-frieder-burda.de/de/salon-berlin/
77,Nagelstudio Perfekt,4.6,(32),Nail salon,Max-Beer-Straße 13,berlin,Germany,,+49 30 24047777,https://nagelstudioperfekt.mytreatwell.de/
66,Nail & SPA,2.3,(3),Nail salon,Heinrich-Heine-Straße 62,berlin,Germany,,+49 30 37001344,
61,Nail Art Mitte,3.9,(35),Nail salon,Große Hamburger Str. 15,berlin,Germany,,+49 30 28885838,http://www.nail-art-mitte.de/
154,Nail Factory Antonio,,,Nail salon,Karl-Liebknecht-Str. 13,berlin,Germany,,,
34,Nails & Spa Danvy,4.3,(33),Nail salon,Weinbergsweg 23,berlin,Germany,,+49 174 5422668,https://www.danvybeautynailsandspa.com/
